Species	Length	Number	Standard	Symm.	Compl.	Inverted
Heliornis_fulica_dloop	10	6	3	3	0	0
Heliornis_fulica_dloop	11	4	3	1	0	0
Heliornis_fulica_dloop	14	1	0	1	0	0
Heliornis_fulica_dloop	16	1	1	0	0	0
Heliornis_fulica_dloop	23	1	1	0	0	0
Heliornis_fulica_dloop	59	1	1	0	0	0
Rhynochetos_jubatus_cr	10	10	5	3	2	0
Rhynochetos_jubatus_cr	11	4	4	0	0	0
Rhynochetos_jubatus_cr	12	3	3	0	0	0
Rhynochetos_jubatus_cr	13	5	5	0	0	0
Rhynochetos_jubatus_cr	14	6	6	0	0	0
Rhynochetos_jubatus_cr	16	1	1	0	0	0
Rhynochetos_jubatus_cr	17	3	3	0	0	0
Rhynochetos_jubatus_cr	20	1	1	0	0	0
Rhynochetos_jubatus_cr	21	1	1	0	0	0
Rhynochetos_jubatus_cr	22	2	2	0	0	0
Rhynochetos_jubatus_cr	23	1	1	0	0	0
Gallirallus_philippensis_dloop	10	25	8	17	0	0
Gallirallus_philippensis_dloop	11	1	0	1	0	0
Gallirallus_philippensis_dloop	12	3	2	1	0	0
Gallirallus_philippensis_dloop	13	4	4	0	0	0
Gallirallus_philippensis_dloop	15	2	0	2	0	0
Gallirallus_philippensis_dloop	22	1	1	0	0	0
Gallirallus_philippensis_dloop	33	2	2	0	0	0
Gallirallus_philippensis_dloop	62	1	1	0	0	0
Gallirallus_philippensis_dloop	82	1	1	0	0	0
Gallirallus_philippensis_dloop	108	1	1	0	0	0
Gallirallus_philippensis_dloop	132	1	1	0	0	0
Jacana_jacana_dloop	10	8	0	8	0	0
Jacana_jacana_dloop	11	3	2	1	0	0
Jacana_jacana_dloop	12	4	0	4	0	0
Jacana_jacana_dloop	13	2	0	2	0	0
Jacana_jacana_dloop	14	6	0	6	0	0
Jacana_jacana_dloop	15	1	1	0	0	0
Jacana_jacana_dloop	16	4	0	4	0	0
Jacana_jacana_dloop	17	1	0	1	0	0
Jacana_jacana_dloop	18	6	0	6	0	0
Jacana_jacana_dloop	19	6	6	0	0	0
Jacana_jacana_dloop	20	5	1	4	0	0
Jacana_jacana_dloop	21	3	0	3	0	0
Jacana_jacana_dloop	22	4	0	4	0	0
Jacana_jacana_dloop	23	3	3	0	0	0
Jacana_jacana_dloop	24	63	30	33	0	0
Jacana_jacana_dloop	25	1	0	1	0	0
Jacana_jacana_dloop	26	2	0	2	0	0
Jacana_jacana_dloop	27	3	3	0	0	0
Jacana_jacana_dloop	28	2	0	2	0	0
Jacana_jacana_dloop	29	1	0	1	0	0
Jacana_jacana_dloop	30	2	0	2	0	0
Jacana_jacana_dloop	32	3	1	2	0	0
Jacana_jacana_dloop	33	1	0	1	0	0
Jacana_jacana_dloop	34	2	0	2	0	0
Jacana_jacana_dloop	36	2	0	2	0	0
Jacana_jacana_dloop	37	1	0	1	0	0
Jacana_jacana_dloop	38	2	0	2	0	0
Jacana_jacana_dloop	39	2	2	0	0	0
Jacana_jacana_dloop	40	3	1	2	0	0
Jacana_jacana_dloop	41	2	0	2	0	0
Jacana_jacana_dloop	42	2	0	2	0	0
Jacana_jacana_dloop	43	41	20	21	0	0
Jacana_jacana_dloop	44	2	0	2	0	0
Jacana_jacana_dloop	46	2	0	2	0	0
Jacana_jacana_dloop	48	3	1	2	0	0
Jacana_jacana_dloop	50	2	0	2	0	0
Jacana_jacana_dloop	52	2	0	2	0	0
Jacana_jacana_dloop	54	2	0	2	0	0
Jacana_jacana_dloop	56	2	0	2	0	0
Jacana_jacana_dloop	58	2	0	2	0	0
Jacana_jacana_dloop	59	2	2	0	0	0
Jacana_jacana_dloop	60	2	0	2	0	0
Jacana_jacana_dloop	62	2	0	2	0	0
Jacana_jacana_dloop	107	1	1	0	0	0
Jacana_jacana_dloop	123	1	1	0	0	0
Alburnus_alburnus_cr	10	3	2	0	1	0
Alburnus_alburnus_cr	12	1	1	0	0	0
Alburnus_alburnus_cr	15	1	1	0	0	0
Alburnus_alburnus_cr	16	1	0	0	1	0
Spinus_psaltria_cr	10	5	1	2	1	1
Spinus_psaltria_cr	11	1	0	0	0	1
Spinus_psaltria_cr	13	1	1	0	0	0
Macaca_nigra_dloop	10	2	1	0	1	0
Macaca_silenus_dloop	10	3	1	1	1	0
Macaca_silenus_dloop	12	1	1	0	0	0
Macaca_thibetana_dloop	10	3	0	1	2	0
Macaca_thibetana_dloop	11	1	0	0	1	0
Acanthis_flammea_dloop	10	4	2	1	1	0
Acanthis_flammea_dloop	11	3	1	2	0	0
Acanthis_flammea_dloop	12	1	1	0	0	0
Carduelis_pinus_cr	10	3	2	0	1	0
Carduelis_pinus_cr	11	1	1	0	0	0
Carduelis_pinus_cr	12	2	1	0	0	1
Hiodon_alosoides_dloop	10	11	1	4	5	1
Hiodon_alosoides_dloop	14	1	0	0	0	1
Hiodon_alosoides_dloop	38	1	1	0	0	0
Elops_hawaiensis_dloop	10	12	4	4	1	3
Elops_hawaiensis_dloop	11	1	0	0	1	0
Elops_hawaiensis_dloop	12	2	2	0	0	0
Elops_hawaiensis_dloop	16	3	2	0	0	1
Elops_hawaiensis_dloop	19	2	0	0	0	2
Elops_hawaiensis_dloop	39	1	1	0	0	0
Arenaria_interpres_cr	11	1	0	1	0	0
Arenaria_interpres_cr	12	1	1	0	0	0
Arenaria_interpres_cr	13	2	0	2	0	0
Arenaria_interpres_cr	14	2	1	1	0	0
Arenaria_interpres_cr	15	1	0	1	0	0
Arenaria_interpres_cr	16	22	11	11	0	0
Arenaria_interpres_cr	17	1	1	0	0	0
Arenaria_interpres_cr	18	1	0	1	0	0
Arenaria_interpres_cr	20	1	0	1	0	0
Arenaria_interpres_cr	22	1	0	1	0	0
Arenaria_interpres_cr	23	1	0	1	0	0
Arenaria_interpres_cr	25	1	0	1	0	0
Arenaria_interpres_cr	27	1	0	1	0	0
Arenaria_interpres_cr	29	1	0	1	0	0
Arenaria_interpres_cr	30	1	0	1	0	0
Arenaria_interpres_cr	32	1	0	1	0	0
Arenaria_interpres_cr	34	1	0	1	0	0
Arenaria_interpres_cr	36	1	0	1	0	0
Arenaria_interpres_cr	37	1	0	1	0	0
Arenaria_interpres_cr	39	1	0	1	0	0
Arenaria_interpres_cr	41	1	0	1	0	0
Arenaria_interpres_cr	43	1	0	1	0	0
Arenaria_interpres_cr	44	1	0	1	0	0
Arenaria_interpres_cr	84	1	1	0	0	0
Urocyon_cinereoargenteus_dloop	10	3	1	2	0	0
Urocyon_cinereoargenteus_dloop	11	3	0	2	0	1
Urocyon_cinereoargenteus_dloop	12	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	13	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	14	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	15	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	16	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	17	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	18	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	19	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	20	2	0	2	0	0
Urocyon_cinereoargenteus_dloop	40	1	1	0	0	0
Mustela_frenata_dloop	10	6	4	1	0	1
Mustela_frenata_dloop	11	1	0	1	0	0
Mustela_frenata_dloop	15	31	31	0	0	0
Mustela_frenata_dloop	17	2	2	0	0	0
Mustela_frenata_dloop	18	4	4	0	0	0
Mustela_frenata_dloop	23	20	20	0	0	0
Mustela_frenata_dloop	26	3	3	0	0	0
Mustela_frenata_dloop	31	10	10	0	0	0
Mustela_frenata_dloop	33	1	1	0	0	0
Mustela_frenata_dloop	34	1	1	0	0	0
Mustela_frenata_dloop	39	1	1	0	0	0
Mustela_frenata_dloop	47	3	3	0	0	0
Mustela_frenata_dloop	55	2	2	0	0	0
Mustela_frenata_dloop	63	1	1	0	0	0
Eurypharynx_pelecanoides_dloop	10	90	9	1	44	36
Eurypharynx_pelecanoides_dloop	11	1	0	0	0	1
Eurypharynx_pelecanoides_dloop	12	2	1	0	1	0
Eurypharynx_pelecanoides_dloop	14	16	1	0	0	15
Eurypharynx_pelecanoides_dloop	17	1	0	0	0	1
Eurypharynx_pelecanoides_dloop	119	1	1	0	0	0
Eurypharynx_pelecanoides_dloop	119	3	3	0	0	0
Eurypharynx_pelecanoides_dloop	157	4	4	0	0	0
Eurypharynx_pelecanoides_dloop	277	1	1	0	0	0
Eurypharynx_pelecanoides_dloop	646	1	1	0	0	0
Pristiophorus_japonicus_dloop	10	41	8	22	6	5
Pristiophorus_japonicus_dloop	11	5	3	0	1	1
Pristiophorus_japonicus_dloop	12	2	2	0	0	0
Pristiophorus_japonicus_dloop	13	1	0	1	0	0
Pristiophorus_japonicus_dloop	14	1	0	1	0	0
Pristiophorus_japonicus_dloop	17	1	0	1	0	0
Pristiophorus_japonicus_dloop	18	7	3	4	0	0
Pristiophorus_japonicus_dloop	19	1	0	1	0	0
Pristiophorus_japonicus_dloop	20	2	2	0	0	0
Pristiophorus_japonicus_dloop	21	3	3	0	0	0
Pristiophorus_japonicus_dloop	23	1	0	1	0	0
Pristiophorus_japonicus_dloop	24	3	3	0	0	0
Pristiophorus_japonicus_dloop	25	3	3	0	0	0
Pristiophorus_japonicus_dloop	31	1	1	0	0	0
Pristiophorus_japonicus_dloop	35	1	1	0	0	0
Pristiophorus_japonicus_dloop	38	1	1	0	0	0
Pristiophorus_japonicus_dloop	44	3	3	0	0	0
Pristiophorus_japonicus_dloop	46	1	1	0	0	0
Pristiophorus_japonicus_dloop	48	5	5	0	0	0
Pristiophorus_japonicus_dloop	73	6	6	0	0	0
Pristiophorus_japonicus_dloop	74	8	8	0	0	0
Pristiophorus_japonicus_dloop	75	3	3	0	0	0
Pristiophorus_japonicus_dloop	84	1	1	0	0	0
Pristiophorus_japonicus_dloop	95	2	2	0	0	0
Pristiophorus_japonicus_dloop	99	2	2	0	0	0
Pristiophorus_japonicus_dloop	201	1	1	0	0	0
Pristiophorus_japonicus_dloop	224	1	1	0	0	0
Pristiophorus_japonicus_dloop	284	1	1	0	0	0
Squatina_nebulosa_dloop	10	9	4	2	1	2
Squatina_nebulosa_dloop	12	1	1	0	0	0
Sciurus_vulgaris_dloop	10	3	0	1	2	0
Sciurus_vulgaris_dloop	11	2	2	0	0	0
Pteromys_volans_dloop	10	2	1	0	1	0
Pteromys_volans_dloop	11	1	1	0	0	0
Huso_dauricus_dloop	10	2	1	0	1	0
Huso_dauricus_dloop	11	1	1	0	0	0
Huso_dauricus_dloop	206	1	1	0	0	0
Apalone_spinifera_dloop	10	64	5	15	24	20
Apalone_spinifera_dloop	11	27	5	6	8	8
Apalone_spinifera_dloop	12	10	4	5	1	0
Apalone_spinifera_dloop	13	2	1	1	0	0
Apalone_spinifera_dloop	14	9	4	4	1	0
Apalone_spinifera_dloop	15	25	12	13	0	0
Apalone_spinifera_dloop	16	1	0	1	0	0
Apalone_spinifera_dloop	17	1	0	1	0	0
Apalone_spinifera_dloop	19	2	0	2	0	0
Apalone_spinifera_dloop	20	1	0	1	0	0
Apalone_spinifera_dloop	23	1	0	1	0	0
Apalone_spinifera_dloop	25	1	0	1	0	0
Apalone_spinifera_dloop	29	1	0	1	0	0
Apalone_spinifera_dloop	31	1	0	1	0	0
Apalone_spinifera_dloop	36	1	1	0	0	0
Apalone_spinifera_dloop	55	1	1	0	0	0
Apalone_spinifera_dloop	218	1	1	0	0	0
Tridentiger_bifasciatus_dloop	10	5	2	0	1	2
Tridentiger_bifasciatus_dloop	11	9	4	1	3	1
Tridentiger_bifasciatus_dloop	12	8	2	2	2	2
Tridentiger_bifasciatus_dloop	13	2	1	1	0	0
Tridentiger_bifasciatus_dloop	14	1	0	0	1	0
Tridentiger_obscurus_dloop	10	4	4	0	0	0
Tridentiger_obscurus_dloop	11	2	1	0	1	0
Tridentiger_obscurus_dloop	12	1	0	0	0	1
Tridentiger_trigonocephalus_dloop	10	18	4	2	3	9
Tridentiger_trigonocephalus_dloop	11	9	0	0	0	9
Tridentiger_trigonocephalus_dloop	142	1	1	0	0	0
Sagittarius_serpentarius_dloop	10	3	2	0	0	1
Sagittarius_serpentarius_dloop	69	1	1	0	0	0
Asio_flammeus_dloop	10	22	11	11	0	0
Asio_flammeus_dloop	11	1	0	0	0	1
Asio_flammeus_dloop	12	16	14	1	0	1
Asio_flammeus_dloop	13	14	14	0	0	0
Asio_flammeus_dloop	14	104	104	0	0	0
Asio_flammeus_dloop	25	1	1	0	0	0
Asio_flammeus_dloop	26	13	13	0	0	0
Asio_flammeus_dloop	922	1	1	0	0	0
Asio_flammeus_dloop	1014	1	1	0	0	0
Anas_formosa_dloop	10	5	2	2	1	0
Anas_formosa_dloop	12	2	0	0	1	1
Anas_formosa_dloop	15	1	1	0	0	0
Garrulus_glandarius_cr	10	2	1	0	0	1
Garrulus_glandarius_cr	11	5	3	1	0	1
Garrulus_glandarius_cr	12	1	1	0	0	0
Garrulus_glandarius_cr	23	1	1	0	0	0
Pyrrhocorax_graculus_dloop	10	5	1	0	2	2
Pyrrhocorax_graculus_dloop	11	3	1	1	0	1
Pyrrhocorax_graculus_dloop	12	1	0	0	0	1
Pyrrhocorax_pyrrhocorax_dloop	10	6	2	2	1	1
Pyrrhocorax_pyrrhocorax_dloop	11	5	2	0	1	2
Pyrrhocorax_pyrrhocorax_dloop	13	1	0	0	0	1
Hexaprotodon_liberiensis_cr	10	2	1	0	0	1
Hexaprotodon_liberiensis_cr	11	1	1	0	0	0
Hexaprotodon_liberiensis_cr	19	1	1	0	0	0
Phaethon_rubricauda_cr	10	66	0	0	0	66
Phaethon_rubricauda_cr	12	1	1	0	0	0
Phaethon_rubricauda_cr	13	3	3	0	0	0
Phaethon_rubricauda_cr	15	2	2	0	0	0
Phaethon_rubricauda_cr	26	2	2	0	0	0
Phaethon_rubricauda_cr	64	3	3	0	0	0
Phaethon_rubricauda_cr	77	7	7	0	0	0
Phaethon_rubricauda_cr	104	1	1	0	0	0
Phaethon_rubricauda_cr	104	1	1	0	0	0
Phaethon_rubricauda_cr	117	1	1	0	0	0
Phaethon_rubricauda_cr	142	1	1	0	0	0
Phaethon_rubricauda_cr	155	6	6	0	0	0
Phaethon_rubricauda_cr	247	1	1	0	0	0
Phaethon_rubricauda_cr	298	1	1	0	0	0
Phaethon_rubricauda_cr	311	1	1	0	0	0
Phaethon_rubricauda_cr	338	1	1	0	0	0
Ara_militaris_cr	10	5	4	0	0	1
Ara_militaris_cr	11	3	2	1	0	0
Ara_militaris_cr	15	1	1	0	0	0
Ara_militaris_cr	20	1	1	0	0	0
Ninox_novaeseelandiae_cr	10	8	5	3	0	0
Ninox_novaeseelandiae_cr	11	2	1	1	0	0
Ninox_novaeseelandiae_cr	12	1	1	0	0	0
Ninox_novaeseelandiae_cr	13	1	0	1	0	0
Psittacus_erithacus_cr	10	7	2	3	2	0
Psittacus_erithacus_cr	11	1	1	0	0	0
Psittacus_erithacus_cr	14	1	1	0	0	0
Genyochromis_mento_dloop	10	3	2	1	0	0
Genyochromis_mento_dloop	11	2	1	0	0	1
Callithrix_penicillata_dloop	10	2	2	0	0	0
Callithrix_penicillata_dloop	12	1	1	0	0	0
Upupa_epops_dloop	10	8	3	1	3	1
Upupa_epops_dloop	11	1	1	0	0	0
Upupa_epops_dloop	12	2	0	0	1	1
Mus_musculus_molossinus_dloop	10	4	2	0	1	1
Batrachoseps_wrighti_dloop	10	609	248	146	174	41
Batrachoseps_wrighti_dloop	11	177	74	58	42	3
Batrachoseps_wrighti_dloop	12	171	35	15	115	6
Batrachoseps_wrighti_dloop	13	65	43	1	1	20
Batrachoseps_wrighti_dloop	14	13	8	0	0	5
Batrachoseps_wrighti_dloop	15	10	10	0	0	0
Batrachoseps_wrighti_dloop	16	2	2	0	0	0
Batrachoseps_wrighti_dloop	17	17	17	0	0	0
Batrachoseps_wrighti_dloop	18	1	1	0	0	0
Batrachoseps_wrighti_dloop	19	38	38	0	0	0
Batrachoseps_wrighti_dloop	20	8	8	0	0	0
Batrachoseps_wrighti_dloop	22	11	11	0	0	0
Batrachoseps_wrighti_dloop	23	4	4	0	0	0
Batrachoseps_wrighti_dloop	24	6	6	0	0	0
Batrachoseps_wrighti_dloop	25	8	8	0	0	0
Batrachoseps_wrighti_dloop	26	30	30	0	0	0
Batrachoseps_wrighti_dloop	27	2	2	0	0	0
Batrachoseps_wrighti_dloop	28	15	15	0	0	0
Batrachoseps_wrighti_dloop	29	20	20	0	0	0
Batrachoseps_wrighti_dloop	31	4	4	0	0	0
Batrachoseps_wrighti_dloop	32	5	5	0	0	0
Batrachoseps_wrighti_dloop	33	14	14	0	0	0
Batrachoseps_wrighti_dloop	34	18	18	0	0	0
Batrachoseps_wrighti_dloop	35	16	16	0	0	0
Batrachoseps_wrighti_dloop	39	6	6	0	0	0
Batrachoseps_wrighti_dloop	40	1	1	0	0	0
Batrachoseps_wrighti_dloop	41	1	1	0	0	0
Batrachoseps_wrighti_dloop	42	6	6	0	0	0
Batrachoseps_wrighti_dloop	43	3	3	0	0	0
Batrachoseps_wrighti_dloop	45	4	4	0	0	0
Batrachoseps_wrighti_dloop	46	5	5	0	0	0
Batrachoseps_wrighti_dloop	47	11	11	0	0	0
Batrachoseps_wrighti_dloop	48	1	1	0	0	0
Batrachoseps_wrighti_dloop	52	1	1	0	0	0
Batrachoseps_wrighti_dloop	53	4	4	0	0	0
Batrachoseps_wrighti_dloop	54	9	9	0	0	0
Batrachoseps_wrighti_dloop	55	1	1	0	0	0
Batrachoseps_wrighti_dloop	59	1	1	0	0	0
Batrachoseps_wrighti_dloop	60	6	6	0	0	0
Batrachoseps_wrighti_dloop	61	9	9	0	0	0
Batrachoseps_wrighti_dloop	63	4	4	0	0	0
Batrachoseps_wrighti_dloop	66	1	1	0	0	0
Batrachoseps_wrighti_dloop	68	2	2	0	0	0
Batrachoseps_wrighti_dloop	69	3	3	0	0	0
Batrachoseps_wrighti_dloop	70	1	1	0	0	0
Batrachoseps_wrighti_dloop	71	1	1	0	0	0
Batrachoseps_wrighti_dloop	72	1	1	0	0	0
Batrachoseps_wrighti_dloop	73	3	3	0	0	0
Batrachoseps_wrighti_dloop	74	3	3	0	0	0
Batrachoseps_wrighti_dloop	80	1	1	0	0	0
Batrachoseps_wrighti_dloop	82	1	1	0	0	0
Batrachoseps_wrighti_dloop	86	1	1	0	0	0
Batrachoseps_wrighti_dloop	88	3	3	0	0	0
Batrachoseps_wrighti_dloop	89	3	3	0	0	0
Batrachoseps_wrighti_dloop	98	1	1	0	0	0
Batrachoseps_wrighti_dloop	104	1	1	0	0	0
Batrachoseps_wrighti_dloop	119	2	2	0	0	0
Batrachoseps_wrighti_dloop	119	1	1	0	0	0
Batrachoseps_wrighti_dloop	121	1	1	0	0	0
Batrachoseps_wrighti_dloop	127	1	1	0	0	0
Batrachoseps_wrighti_dloop	128	1	1	0	0	0
Batrachoseps_wrighti_dloop	144	1	1	0	0	0
Batrachoseps_wrighti_dloop	145	1	1	0	0	0
Batrachoseps_wrighti_dloop	153	1	1	0	0	0
Batrachoseps_wrighti_dloop	185	1	1	0	0	0
Batrachoseps_wrighti_dloop	197	1	1	0	0	0
Batrachoseps_wrighti_dloop	239	1	1	0	0	0
Ensatina_eschscholtzii_dloop	10	290	64	71	79	76
Ensatina_eschscholtzii_dloop	11	74	27	23	0	24
Ensatina_eschscholtzii_dloop	12	87	8	27	0	52
Ensatina_eschscholtzii_dloop	13	25	19	6	0	0
Ensatina_eschscholtzii_dloop	15	6	0	6	0	0
Ensatina_eschscholtzii_dloop	18	4	4	0	0	0
Ensatina_eschscholtzii_dloop	25	3	3	0	0	0
Ensatina_eschscholtzii_dloop	34	2	2	0	0	0
Ensatina_eschscholtzii_dloop	46	2	2	0	0	0
Ensatina_eschscholtzii_dloop	68	3	3	0	0	0
Ensatina_eschscholtzii_dloop	98	1	1	0	0	0
Ensatina_eschscholtzii_dloop	118	1	1	0	0	0
Ensatina_eschscholtzii_dloop	133	1	1	0	0	0
Ensatina_eschscholtzii_dloop	133	2	2	0	0	0
Ensatina_eschscholtzii_dloop	134	1	1	0	0	0
Ensatina_eschscholtzii_dloop	136	1	1	0	0	0
Ensatina_eschscholtzii_dloop	228	1	1	0	0	0
Ensatina_eschscholtzii_dloop	243	2	2	0	0	0
Ensatina_eschscholtzii_dloop	303	1	1	0	0	0
Ensatina_eschscholtzii_dloop	310	1	1	0	0	0
Ensatina_eschscholtzii_dloop	359	1	1	0	0	0
Ensatina_eschscholtzii_dloop	365	1	1	0	0	0
Ensatina_eschscholtzii_dloop	378	1	1	0	0	0
Ensatina_eschscholtzii_dloop	383	1	1	0	0	0
Ensatina_eschscholtzii_dloop	385	1	1	0	0	0
Ensatina_eschscholtzii_dloop	396	1	1	0	0	0
Ensatina_eschscholtzii_dloop	401	1	1	0	0	0
Ensatina_eschscholtzii_dloop	422	1	1	0	0	0
Hydromantes_brunus_dloop	10	2	1	1	0	0
Hydromantes_brunus_dloop	11	2	1	0	1	0
Axis_porcinus_cr	10	2	0	0	1	1
Axis_porcinus_cr	11	1	1	0	0	0
Petroscirtes_breviceps_dloop	10	6	3	0	3	0
Petroscirtes_breviceps_dloop	11	7	1	3	1	2
Petroscirtes_breviceps_dloop	12	3	0	0	0	3
Petroscirtes_breviceps_dloop	13	2	2	0	0	0
Petroscirtes_breviceps_dloop	15	1	1	0	0	0
Orestias_ascotanensis_dloop	10	2	2	0	0	0
Orestias_ascotanensis_dloop	11	1	1	0	0	0
Alopias_pelagicus_dloop	10	9	1	2	4	2
Alopias_pelagicus_dloop	11	2	1	0	0	1
Alopias_pelagicus_dloop	12	1	1	0	0	0
Alopias_superciliosus_dloop	10	5	1	3	0	1
Alopias_superciliosus_dloop	11	2	2	0	0	0
Alopias_superciliosus_dloop	12	2	1	0	0	1
Cetorhinus_maximus_dloop	10	2	0	1	0	1
Cetorhinus_maximus_dloop	11	2	0	0	1	1
Isurus_oxyrinchus_dloop	10	7	1	4	2	0
Isurus_oxyrinchus_dloop	11	2	1	0	1	0
Isurus_oxyrinchus_dloop	13	1	1	0	0	0
Isurus_oxyrinchus_dloop	19	1	1	0	0	0
Megachasma_pelagios_dloop	10	5	1	1	1	2
Megachasma_pelagios_dloop	11	2	1	0	0	1
Megachasma_pelagios_dloop	13	1	0	1	0	0
Mitsukurina_owstoni_dloop	10	7	4	2	0	1
Mitsukurina_owstoni_dloop	11	2	1	0	1	0
Mitsukurina_owstoni_dloop	14	1	1	0	0	0
Mitsukurina_owstoni_dloop	15	1	1	0	0	0
Pseudocarcharias_kamoharai_dloop	10	8	2	1	2	3
Pseudocarcharias_kamoharai_dloop	11	3	1	0	1	1
Pseudocarcharias_kamoharai_dloop	12	2	0	0	1	1
Pseudocarcharias_kamoharai_dloop	13	1	1	0	0	0
Pseudocarcharias_kamoharai_dloop	14	1	1	0	0	0
Cynopterus_brachyotis_dloop	10	2	0	2	0	0
Cynopterus_brachyotis_dloop	11	1	0	1	0	0
Cynopterus_brachyotis_dloop	13	1	0	1	0	0
Cynopterus_brachyotis_dloop	14	1	0	1	0	0
Cynopterus_brachyotis_dloop	16	1	0	1	0	0
Cynopterus_brachyotis_dloop	17	1	0	1	0	0
Cynopterus_brachyotis_dloop	19	1	0	1	0	0
Cynopterus_brachyotis_dloop	20	1	0	1	0	0
Cynopterus_brachyotis_dloop	22	1	0	1	0	0
Cynopterus_brachyotis_dloop	23	1	0	1	0	0
Cynopterus_brachyotis_dloop	25	1	0	1	0	0
Cynopterus_brachyotis_dloop	26	1	0	1	0	0
Cynopterus_brachyotis_dloop	28	1	0	1	0	0
Cynopterus_brachyotis_dloop	29	1	0	1	0	0
Cynopterus_brachyotis_dloop	31	1	0	1	0	0
Cynopterus_brachyotis_dloop	32	1	0	1	0	0
Cynopterus_brachyotis_dloop	34	1	0	1	0	0
Cynopterus_brachyotis_dloop	35	1	0	1	0	0
Cynopterus_brachyotis_dloop	37	1	0	1	0	0
Cynopterus_brachyotis_dloop	38	1	0	1	0	0
Cynopterus_brachyotis_dloop	40	1	0	1	0	0
Cynopterus_brachyotis_dloop	41	1	0	1	0	0
Cynopterus_brachyotis_dloop	43	1	0	1	0	0
Cynopterus_brachyotis_dloop	44	1	0	1	0	0
Cynopterus_brachyotis_dloop	46	1	0	1	0	0
Cynopterus_brachyotis_dloop	47	1	0	1	0	0
Cynopterus_brachyotis_dloop	49	1	0	1	0	0
Cynopterus_brachyotis_dloop	50	1	0	1	0	0
Cynopterus_brachyotis_dloop	52	1	0	1	0	0
Cynopterus_brachyotis_dloop	53	1	0	1	0	0
Cynopterus_brachyotis_dloop	55	1	0	1	0	0
Cynopterus_brachyotis_dloop	56	1	0	1	0	0
Cynopterus_brachyotis_dloop	58	1	0	1	0	0
Cynopterus_brachyotis_dloop	59	1	0	1	0	0
Cynopterus_brachyotis_dloop	61	1	0	1	0	0
Cynopterus_brachyotis_dloop	62	1	0	1	0	0
Cynopterus_brachyotis_dloop	64	1	0	1	0	0
Cynopterus_brachyotis_dloop	65	1	0	1	0	0
Cynopterus_brachyotis_dloop	67	1	0	1	0	0
Cynopterus_brachyotis_dloop	68	1	0	1	0	0
Cynopterus_brachyotis_dloop	70	1	0	1	0	0
Cynopterus_brachyotis_dloop	71	1	0	1	0	0
Cynopterus_brachyotis_dloop	73	1	0	1	0	0
Cynopterus_brachyotis_dloop	74	1	0	1	0	0
Cynopterus_brachyotis_dloop	76	1	0	1	0	0
Cynopterus_brachyotis_dloop	77	1	0	1	0	0
Cynopterus_brachyotis_dloop	79	1	0	1	0	0
Cynopterus_brachyotis_dloop	80	1	0	1	0	0
Cynopterus_brachyotis_dloop	82	1	0	1	0	0
Cynopterus_brachyotis_dloop	83	1	0	1	0	0
Cynopterus_brachyotis_dloop	85	1	0	1	0	0
Cynopterus_brachyotis_dloop	86	1	0	1	0	0
Cynopterus_brachyotis_dloop	88	1	0	1	0	0
Cynopterus_brachyotis_dloop	89	1	0	1	0	0
Cynopterus_brachyotis_dloop	91	1	0	1	0	0
Cynopterus_brachyotis_dloop	92	1	0	1	0	0
Cynopterus_brachyotis_dloop	94	1	0	1	0	0
Cynopterus_brachyotis_dloop	95	1	0	1	0	0
Cynopterus_brachyotis_dloop	97	1	0	1	0	0
Cynopterus_brachyotis_dloop	98	1	0	1	0	0
Cynopterus_brachyotis_dloop	100	1	0	1	0	0
Cynopterus_brachyotis_dloop	101	1	0	1	0	0
Cynopterus_brachyotis_dloop	103	1	0	1	0	0
Cynopterus_brachyotis_dloop	104	1	0	1	0	0
Cynopterus_brachyotis_dloop	106	1	0	1	0	0
Cynopterus_brachyotis_dloop	107	1	0	1	0	0
Cynopterus_brachyotis_dloop	109	1	0	1	0	0
Cynopterus_brachyotis_dloop	110	1	0	1	0	0
Cynopterus_brachyotis_dloop	112	1	0	1	0	0
Cynopterus_brachyotis_dloop	113	1	0	1	0	0
Cynopterus_brachyotis_dloop	115	1	0	1	0	0
Cynopterus_brachyotis_dloop	116	1	0	1	0	0
Cynopterus_brachyotis_dloop	118	1	0	1	0	0
Cynopterus_brachyotis_dloop	119	1	0	1	0	0
Cynopterus_brachyotis_dloop	121	1	0	1	0	0
Cynopterus_brachyotis_dloop	122	1	0	1	0	0
Cynopterus_brachyotis_dloop	124	1	0	1	0	0
Cynopterus_brachyotis_dloop	125	1	0	1	0	0
Cynopterus_brachyotis_dloop	127	1	0	1	0	0
Cynopterus_brachyotis_dloop	128	1	0	1	0	0
Cynopterus_brachyotis_dloop	130	1	0	1	0	0
Cynopterus_brachyotis_dloop	131	1	0	1	0	0
Cynopterus_brachyotis_dloop	133	1	0	1	0	0
Cynopterus_brachyotis_dloop	134	1	0	1	0	0
Cynopterus_brachyotis_dloop	136	1	0	1	0	0
