"Win1" "Win2" "DirDirGibbsEnergy" "DirDirAbsGibbsEnergy" "ContactZone" "NumbOfDeletions" "DummyDeletions" "InvInvAbsGibbsEnergy" "Win1GQOverlap" "Win1GQAverageScore" "Win1GQMaxScore" "Win2GQOverlap" "Win2GQAverageScore" "Win2GQMaxScore" "Win12GQOverlap"
"704" 11581 14081 -8.79 8.79 0 0 0 0.6 0 0 0 23 28 28 11.5
"705" 11581 14181 -17.6 17.6 0 1 1 0.81 0 0 0 55 33.88 54 27.5
"706" 11581 14281 -18.04 18.04 0 0 0 4.04 0 0 0 101 33.7536231884058 54 50.5
"707" 11581 14381 -19.9 19.9 0 0 0 2.27 0 0 0 75 37.1846153846154 69 37.5
"708" 11581 14481 -4.9 4.9 0 0 0 1.8 0 0 0 80 29.1428571428571 37 40
"709" 11581 14581 -6.58 6.58 0 0 0 4.31 0 0 0 29 28 31 14.5
"710" 11581 14681 -11.8 11.8 0 0 0 1.29 0 0 0 12 41.6666666666667 49 6
"711" 11581 14781 -9.54 9.54 0 0 0 4.7 0 0 0 96 31.3823529411765 49 48
"712" 11581 14881 -17.34 17.34 0 0 0 5.34 0 0 0 0 0 0 0
"713" 11581 14981 -8.9 8.9 0 0 0 2.73 0 0 0 0 0 0 0
"714" 11581 15081 -13.3 13.3 0 0 0 4.5 0 0 0 0 0 0 0
"715" 11581 15181 -14.3 14.3 0 0 0 16.15 0 0 0 19 26 26 9.5
"716" 11581 15281 -17.37 17.37 0 0 0 4.49 0 0 0 101 26.75 28 50.5
"717" 11581 15381 -17.7 17.7 0 0 0 3.17 0 0 0 35 27 28 17.5
"718" 11581 15481 -14 14 0 0 0 3.01 0 0 0 93 41.3229166666667 83 46.5
"719" 11581 15581 -15.5 15.5 0 0 0 6.5 0 0 0 45 31 33 22.5
"720" 11581 15681 -14.6 14.6 0 0 0 4.1 0 0 0 0 0 0 0
"721" 11581 15781 -6.1 6.1 0 0 0 6.99 0 0 0 0 0 0 0
"722" 11581 15881 -4.85 4.85 0 1 1 2.8 0 0 0 0 0 0 0
"723" 11581 15981 -3.5 3.5 0 0 0 7.3 0 0 0 0 0 0 0
"724" 11581 16081 -8.72 8.72 0 0 0 3.35 0 0 0 35 33.8421052631579 51 17.5
"725" 11581 16181 -18.5 18.5 0 0 0 9.1 0 0 0 101 32.2884615384615 51 50.5
"726" 11581 16281 -17.5 17.5 0 0 0 3.95 0 0 0 101 35.4561403508772 55 50.5
"727" 11581 16381 -10.3 10.3 0 0 0 3.28 0 0 0 31 35.9090909090909 54 15.5
"728" 11581 16481 -12 12 0 0 0 4.43 0 0 0 0 0 0 0
"729" 11681 12881 -11.91 11.91 0 0 0 4.77 0 0 0 55 30.25 33 27.5
"730" 11681 12981 -16.5 16.5 0 0 0 2 0 0 0 101 42.4360902255639 90 50.5
"731" 11681 13081 -14.55 14.55 0 0 0 3.49 0 0 0 52 33.5 36 26
"732" 11681 13181 -13.7 13.7 0 0 0 3.4 0 0 0 0 0 0 0
"733" 11681 13281 -10.1 10.1 0 0 0 6.07 0 0 0 0 0 0 0
"734" 11681 13381 -10.48 10.48 0 0 0 2.35 0 0 0 0 0 0 0
"735" 11681 13481 -16.7 16.7 0 0 0 3.4 0 0 0 0 0 0 0
"736" 11681 13581 -10.6 10.6 0 0 0 1.12 0 0 0 59 37.8095238095238 62 29.5
"737" 11681 13681 -14.34 14.34 0 0 0 1.34 0 0 0 101 36.4134615384615 62 50.5
"738" 11681 13781 -15.1 15.1 0 0 0 5.28 0 0 0 31 36.0877192982456 61 15.5
"739" 11681 13881 -15 15 0 0 0 1.06 0 0 0 46 34 42 23
"740" 11681 13981 -7.89 7.89 0 0 0 2 0 0 0 78 32.4615384615385 42 39
"741" 11681 14081 -18.05 18.05 0 0 0 5.8 0 0 0 23 28 28 11.5
"742" 11681 14181 -11.4 11.4 0 0 0 0 0 0 0 55 33.88 54 27.5
"743" 11681 14281 -13.14 13.14 0 0 0 0.39 0 0 0 101 33.7536231884058 54 50.5
"744" 11681 14381 -11.4 11.4 0 1 1 2.25 0 0 0 75 37.1846153846154 69 37.5
"745" 11681 14481 -8.3 8.3 0 0 0 2.28 0 0 0 80 29.1428571428571 37 40
"746" 11681 14581 -14.11 14.11 0 0 0 2.21 0 0 0 29 28 31 14.5
"747" 11681 14681 -9.14 9.14 0 0 0 4.8 0 0 0 12 41.6666666666667 49 6
"748" 11681 14781 -16.4 16.4 0 0 0 0.42 0 0 0 96 31.3823529411765 49 48
"749" 11681 14881 -19.74 19.74 0 0 0 2.2 0 0 0 0 0 0 0
"750" 11681 14981 -18.2 18.2 0 0 0 4.11 0 0 0 0 0 0 0
"751" 11681 15081 -8.4 8.4 0 0 0 4.72 0 0 0 0 0 0 0
"752" 11681 15181 -9.54 9.54 0 0 0 7.65 0 0 0 19 26 26 9.5
"753" 11681 15281 -18.7 18.7 0 0 0 7.05 0 0 0 101 26.75 28 50.5
"754" 11681 15381 -15.04 15.04 0 2 1 2.34 0 0 0 35 27 28 17.5
"755" 11681 15481 -15.7 15.7 0 1 1 1.89 0 0 0 93 41.3229166666667 83 46.5
"756" 11681 15581 -16.7 16.7 0 0 0 3.07 0 0 0 45 31 33 22.5
"757" 11681 15681 -15.55 15.55 0 0 0 3.97 0 0 0 0 0 0 0
"758" 11681 15781 -11.2 11.2 0 0 0 2.31 0 0 0 0 0 0 0
"759" 11681 15881 -4.17 4.17 0 0 0 0.78 0 0 0 0 0 0 0
"760" 11681 15981 -7.22 7.22 0 0 0 2.55 0 0 0 0 0 0 0
"761" 11681 16081 -5.82 5.82 0 0 0 6.91 0 0 0 35 33.8421052631579 51 17.5
"762" 11681 16181 -16.69 16.69 0 0 0 0.67 0 0 0 101 32.2884615384615 51 50.5
"763" 11681 16281 -9.7 9.7 0 0 0 6.08 0 0 0 101 35.4561403508772 55 50.5
"764" 11681 16381 -10.48 10.48 0 0 0 2.8 0 0 0 31 35.9090909090909 54 15.5
"765" 11681 16481 -8.79 8.79 0 0 0 3.8 0 0 0 0 0 0 0
"766" 11781 12981 -15.1 15.1 0 0 0 1.15 42 29.5714285714286 35 101 42.4360902255639 90 71.5
"767" 11781 13081 -12.59 12.59 0 0 0 4.94 42 29.5714285714286 35 52 33.5 36 47
"768" 11781 13181 -5.5 5.5 0 0 0 4.5 42 29.5714285714286 35 0 0 0 21
"769" 11781 13281 -11.4 11.4 0 0 0 2.29 42 29.5714285714286 35 0 0 0 21
"770" 11781 13381 -14.21 14.21 0 0 0 2.08 42 29.5714285714286 35 0 0 0 21
"771" 11781 13481 -11.3 11.3 0 0 0 2.92 42 29.5714285714286 35 0 0 0 21
"772" 11781 13581 -20.5 20.5 0 0 0 1.1 42 29.5714285714286 35 59 37.8095238095238 62 50.5
"773" 11781 13681 -12.75 12.75 0 0 0 4.03 42 29.5714285714286 35 101 36.4134615384615 62 71.5
"774" 11781 13781 -22.9 22.9 0 0 0 10.79 42 29.5714285714286 35 31 36.0877192982456 61 36.5
"775" 11781 13881 -8.48 8.48 0 0 0 4.18 42 29.5714285714286 35 46 34 42 44
"776" 11781 13981 -8.8 8.8 0 0 0 4.87 42 29.5714285714286 35 78 32.4615384615385 42 60
"777" 11781 14081 -16.9 16.9 0 0 0 4.3 42 29.5714285714286 35 23 28 28 32.5
"778" 11781 14181 -8.74 8.74 0 0 0 0.77 42 29.5714285714286 35 55 33.88 54 48.5
"779" 11781 14281 -12 12 0 0 0 4.52 42 29.5714285714286 35 101 33.7536231884058 54 71.5
"780" 11781 14381 -16.07 16.07 0 0 0 0.08 42 29.5714285714286 35 75 37.1846153846154 69 58.5
"781" 11781 14481 -11.4 11.4 0 0 0 2.13 42 29.5714285714286 35 80 29.1428571428571 37 61
"782" 11781 14581 -10.74 10.74 0 0 0 0 42 29.5714285714286 35 29 28 31 35.5
"783" 11781 14681 -8.9 8.9 0 0 0 5.55 42 29.5714285714286 35 12 41.6666666666667 49 27
"784" 11781 14781 -16.7 16.7 0 0 0 2.6 42 29.5714285714286 35 96 31.3823529411765 49 69
"785" 11781 14881 -15.3 15.3 0 0 0 1.49 42 29.5714285714286 35 0 0 0 21
"786" 11781 14981 -6.23 6.23 0 0 0 4.85 42 29.5714285714286 35 0 0 0 21
"787" 11781 15081 -10 10 0 0 0 1.56 42 29.5714285714286 35 0 0 0 21
"788" 11781 15181 -4.81 4.81 0 0 0 3.63 42 29.5714285714286 35 19 26 26 30.5
"789" 11781 15281 -13.2 13.2 0 0 0 6.51 42 29.5714285714286 35 101 26.75 28 71.5
"790" 11781 15381 -8.9 8.9 0 0 0 2.7 42 29.5714285714286 35 35 27 28 38.5
"791" 11781 15481 -12.4 12.4 0 0 0 2.28 42 29.5714285714286 35 93 41.3229166666667 83 67.5
"792" 11781 15581 -7.4 7.4 0 0 0 2.19 42 29.5714285714286 35 45 31 33 43.5
"793" 11781 15681 -17.04 17.04 0 0 0 1.67 42 29.5714285714286 35 0 0 0 21
"794" 11781 15781 -3.87 3.87 0 0 0 4.62 42 29.5714285714286 35 0 0 0 21
"795" 11781 15881 -3.56 3.56 0 0 0 2.36 42 29.5714285714286 35 0 0 0 21
"796" 11781 15981 -2.38 2.38 0 0 0 13.6 42 29.5714285714286 35 0 0 0 21
"797" 11781 16081 -4.45 4.45 0 0 0 2.04 42 29.5714285714286 35 35 33.8421052631579 51 38.5
"798" 11781 16181 -14.1 14.1 0 0 0 2.32 42 29.5714285714286 35 101 32.2884615384615 51 71.5
"799" 11781 16281 -11.34 11.34 0 0 0 3.34 42 29.5714285714286 35 101 35.4561403508772 55 71.5
"800" 11781 16381 -7.9 7.9 0 0 0 5.28 42 29.5714285714286 35 31 35.9090909090909 54 36.5
"801" 11781 16481 -4.7 4.7 0 0 0 11.9 42 29.5714285714286 35 0 0 0 21
"802" 11881 13081 -5.51 5.51 0 0 0 1.96 2 30 31 52 33.5 36 27
"803" 11881 13181 -12.44 12.44 0 0 0 0.13 2 30 31 0 0 0 1
"804" 11881 13281 -7.7 7.7 0 0 0 0.57 2 30 31 0 0 0 1
"805" 11881 13381 -8.3 8.3 0 0 0 0.65 2 30 31 0 0 0 1
"806" 11881 13481 -10.85 10.85 0 0 0 2.3 2 30 31 0 0 0 1
"807" 11881 13581 -16.18 16.18 0 0 0 2.66 2 30 31 59 37.8095238095238 62 30.5
"808" 11881 13681 -9.1 9.1 0 0 0 0.15 2 30 31 101 36.4134615384615 62 51.5
"809" 11881 13781 -20.7 20.7 0 0 0 2.32 2 30 31 31 36.0877192982456 61 16.5
"810" 11881 13881 -10.12 10.12 0 0 0 0.86 2 30 31 46 34 42 24
"811" 11881 13981 -11.67 11.67 0 0 0 2.6 2 30 31 78 32.4615384615385 42 40
"812" 11881 14081 -14.8 14.8 0 0 0 0 2 30 31 23 28 28 12.5
"813" 11881 14181 -8.34 8.34 0 0 0 0 2 30 31 55 33.88 54 28.5
"814" 11881 14281 -12.72 12.72 0 0 0 2.24 2 30 31 101 33.7536231884058 54 51.5
"815" 11881 14381 -12.6 12.6 0 0 0 0.76 2 30 31 75 37.1846153846154 69 38.5
"816" 11881 14481 -2.99 2.99 0 0 0 2.53 2 30 31 80 29.1428571428571 37 41
"817" 11881 14581 -9.37 9.37 0 0 0 0 2 30 31 29 28 31 15.5
"818" 11881 14681 -7.4 7.4 0 0 0 1.95 2 30 31 12 41.6666666666667 49 7
"819" 11881 14781 -10.07 10.07 0 0 0 1.4 2 30 31 96 31.3823529411765 49 49
"820" 11881 14881 -9.38 9.38 0 0 0 1.65 2 30 31 0 0 0 1
"821" 11881 14981 -6.47 6.47 0 0 0 1.06 2 30 31 0 0 0 1
"822" 11881 15081 -9.8 9.8 0 0 0 3.44 2 30 31 0 0 0 1
"823" 11881 15181 -7.95 7.95 0 0 0 5.21 2 30 31 19 26 26 10.5
"824" 11881 15281 -11.1 11.1 0 0 0 3.4 2 30 31 101 26.75 28 51.5
"825" 11881 15381 -9.19 9.19 0 0 0 0.71 2 30 31 35 27 28 18.5
"826" 11881 15481 -9.32 9.32 0 0 0 0.96 2 30 31 93 41.3229166666667 83 47.5
"827" 11881 15581 -11.14 11.14 0 0 0 1.27 2 30 31 45 31 33 23.5
"828" 11881 15681 -6.54 6.54 0 0 0 0.61 2 30 31 0 0 0 1
"829" 11881 15781 -10.3 10.3 0 0 0 1.03 2 30 31 0 0 0 1
"830" 11881 15881 -5.4 5.4 0 0 0 0 2 30 31 0 0 0 1
"831" 11881 15981 -7.65 7.65 0 0 0 2.11 2 30 31 0 0 0 1
"832" 11881 16081 -4.21 4.21 0 0 0 5.02 2 30 31 35 33.8421052631579 51 18.5
"833" 11881 16181 -12.3 12.3 0 0 0 6.3 2 30 31 101 32.2884615384615 51 51.5
"834" 11881 16281 -6.55 6.55 0 0 0 1.02 2 30 31 101 35.4561403508772 55 51.5
"835" 11881 16381 -13.8 13.8 0 0 0 4.43 2 30 31 31 35.9090909090909 54 16.5
"836" 11881 16481 -12.9 12.9 0 0 0 3.1 2 30 31 0 0 0 1
"837" 11981 13181 -6.5 6.5 0 0 0 1.48 21 35.5714285714286 59 0 0 0 10.5
"838" 11981 13281 -12.6 12.6 0 0 0 1.9 21 35.5714285714286 59 0 0 0 10.5
"839" 11981 13381 -10.8 10.8 0 0 0 2.2 21 35.5714285714286 59 0 0 0 10.5
"840" 11981 13481 -12.7 12.7 0 0 0 6.1 21 35.5714285714286 59 0 0 0 10.5
"841" 11981 13581 -13.5 13.5 0 0 0 1.17 21 35.5714285714286 59 59 37.8095238095238 62 40
"842" 11981 13681 -8.8 8.8 0 0 0 1.53 21 35.5714285714286 59 101 36.4134615384615 62 61
"843" 11981 13781 -8 8 0 1 1 3.72 21 35.5714285714286 59 31 36.0877192982456 61 26
"844" 11981 13881 -15.6 15.6 0 0 0 0.89 21 35.5714285714286 59 46 34 42 33.5
"845" 11981 13981 -9.67 9.67 0 0 0 3.45 21 35.5714285714286 59 78 32.4615384615385 42 49.5
"846" 11981 14081 -13.78 13.78 0 0 0 0.28 21 35.5714285714286 59 23 28 28 22
"847" 11981 14181 -9.8 9.8 0 0 0 1.99 21 35.5714285714286 59 55 33.88 54 38
"848" 11981 14281 -19.12 19.12 0 0 0 3.8 21 35.5714285714286 59 101 33.7536231884058 54 61
"849" 11981 14381 -12.2 12.2 0 0 0 2.37 21 35.5714285714286 59 75 37.1846153846154 69 48
"850" 11981 14481 -10.99 10.99 0 0 0 2.17 21 35.5714285714286 59 80 29.1428571428571 37 50.5
"851" 11981 14581 -13 13 0 0 0 1.94 21 35.5714285714286 59 29 28 31 25
"852" 11981 14681 -14.5 14.5 0 0 0 6.59 21 35.5714285714286 59 12 41.6666666666667 49 16.5
"853" 11981 14781 -13.9 13.9 0 0 0 4.05 21 35.5714285714286 59 96 31.3823529411765 49 58.5
"854" 11981 14881 -13.4 13.4 0 0 0 1.87 21 35.5714285714286 59 0 0 0 10.5
"855" 11981 14981 -10.6 10.6 0 0 0 0.98 21 35.5714285714286 59 0 0 0 10.5
"856" 11981 15081 -3.19 3.19 0 0 0 3.09 21 35.5714285714286 59 0 0 0 10.5
"857" 11981 15181 -16.5 16.5 0 0 0 4.28 21 35.5714285714286 59 19 26 26 20
"858" 11981 15281 -8.9 8.9 0 0 0 3.5 21 35.5714285714286 59 101 26.75 28 61
"859" 11981 15381 -9.42 9.42 0 0 0 0.8 21 35.5714285714286 59 35 27 28 28
"860" 11981 15481 -10 10 0 0 0 2.4 21 35.5714285714286 59 93 41.3229166666667 83 57
"861" 11981 15581 -4.5 4.5 0 0 0 2.5 21 35.5714285714286 59 45 31 33 33
"862" 11981 15681 -6.07 6.07 0 0 0 2.46 21 35.5714285714286 59 0 0 0 10.5
"863" 11981 15781 -10.1 10.1 0 0 0 4.02 21 35.5714285714286 59 0 0 0 10.5
"864" 11981 15881 -3.34 3.34 0 0 0 2.99 21 35.5714285714286 59 0 0 0 10.5
"865" 11981 15981 -8.34 8.34 0 1 1 7.5 21 35.5714285714286 59 0 0 0 10.5
"866" 11981 16081 -10.4 10.4 0 0 0 6.8 21 35.5714285714286 59 35 33.8421052631579 51 28
"867" 11981 16181 -14.04 14.04 0 0 0 6.74 21 35.5714285714286 59 101 32.2884615384615 51 61
"868" 11981 16281 -13.11 13.11 0 0 0 4.15 21 35.5714285714286 59 101 35.4561403508772 55 61
"869" 11981 16381 -7.89 7.89 0 0 0 0.01 21 35.5714285714286 59 31 35.9090909090909 54 26
"870" 11981 16481 -4.41 4.41 0 0 0 8.7 21 35.5714285714286 59 0 0 0 10.5
"871" 12081 13281 -5.6 5.6 0 0 0 7.8 53 37.1428571428571 67 0 0 0 26.5
"872" 12081 13381 -6.8 6.8 0 0 0 5.98 53 37.1428571428571 67 0 0 0 26.5
"873" 12081 13481 -8.3 8.3 0 0 0 4.73 53 37.1428571428571 67 0 0 0 26.5
"874" 12081 13581 -9.5 9.5 0 0 0 1.2 53 37.1428571428571 67 59 37.8095238095238 62 56
"875" 12081 13681 -9.1 9.1 0 0 0 8.99 53 37.1428571428571 67 101 36.4134615384615 62 77
"876" 12081 13781 -14 14 0 0 0 7.1 53 37.1428571428571 67 31 36.0877192982456 61 42
"877" 12081 13881 -10.9 10.9 0 0 0 3.4 53 37.1428571428571 67 46 34 42 49.5
"878" 12081 13981 -14.1 14.1 0 0 0 3.44 53 37.1428571428571 67 78 32.4615384615385 42 65.5
"879" 12081 14081 -10.62 10.62 0 0 0 0 53 37.1428571428571 67 23 28 28 38
"880" 12081 14181 -10.03 10.03 0 0 0 1.06 53 37.1428571428571 67 55 33.88 54 54
"881" 12081 14281 -10.2 10.2 0 0 0 1.04 53 37.1428571428571 67 101 33.7536231884058 54 77
"882" 12081 14381 -23.1 23.1 0 5 1 2.4 53 37.1428571428571 67 75 37.1846153846154 69 64
"883" 12081 14481 -12 12 0 0 0 2.19 53 37.1428571428571 67 80 29.1428571428571 37 66.5
"884" 12081 14581 -9.7 9.7 0 0 0 1.2 53 37.1428571428571 67 29 28 31 41
"885" 12081 14681 -6.02 6.02 0 0 0 1.7 53 37.1428571428571 67 12 41.6666666666667 49 32.5
"886" 12081 14781 -10.5 10.5 0 0 0 4.29 53 37.1428571428571 67 96 31.3823529411765 49 74.5
"887" 12081 14881 -9.9 9.9 0 0 0 5.36 53 37.1428571428571 67 0 0 0 26.5
"888" 12081 14981 -6.1 6.1 0 0 0 6.1 53 37.1428571428571 67 0 0 0 26.5
"889" 12081 15081 -8 8 0 0 0 6.92 53 37.1428571428571 67 0 0 0 26.5
"890" 12081 15181 -8.65 8.65 0 0 0 7.8 53 37.1428571428571 67 19 26 26 36
"891" 12081 15281 -8.54 8.54 0 0 0 14.2 53 37.1428571428571 67 101 26.75 28 77
"892" 12081 15381 -10.9 10.9 0 0 0 7.2 53 37.1428571428571 67 35 27 28 44
"893" 12081 15481 -16.6 16.6 0 0 0 1.2 53 37.1428571428571 67 93 41.3229166666667 83 73
"894" 12081 15581 -10.2 10.2 0 0 0 1.29 53 37.1428571428571 67 45 31 33 49
"895" 12081 15681 -8.1 8.1 0 0 0 5.51 53 37.1428571428571 67 0 0 0 26.5
"896" 12081 15781 -1.95 1.95 0 2 1 7.62 53 37.1428571428571 67 0 0 0 26.5
"897" 12081 15881 -7.89 7.89 0 0 0 6.4 53 37.1428571428571 67 0 0 0 26.5
"898" 12081 15981 -2.62 2.62 0 0 0 5.01 53 37.1428571428571 67 0 0 0 26.5
"899" 12081 16081 -3.91 3.91 0 0 0 7.2 53 37.1428571428571 67 35 33.8421052631579 51 44
"900" 12081 16181 -11.4 11.4 0 0 0 3.24 53 37.1428571428571 67 101 32.2884615384615 51 77
"901" 12081 16281 -6.9 6.9 0 1 1 3.29 53 37.1428571428571 67 101 35.4561403508772 55 77
"902" 12081 16381 -12.6 12.6 0 0 0 10.2 53 37.1428571428571 67 31 35.9090909090909 54 42
"903" 12081 16481 -9.63 9.63 0 0 0 6.03 53 37.1428571428571 67 0 0 0 26.5
"904" 12181 13381 -7.5 7.5 0 0 0 2.55 0 0 0 0 0 0 0
"905" 12181 13481 -10 10 0 0 0 4.7 0 0 0 0 0 0 0
"906" 12181 13581 -10.9 10.9 0 0 0 3.29 0 0 0 59 37.8095238095238 62 29.5
"907" 12181 13681 -11.1 11.1 0 0 0 1.91 0 0 0 101 36.4134615384615 62 50.5
"908" 12181 13781 -17 17 0 0 0 2.67 0 0 0 31 36.0877192982456 61 15.5
"909" 12181 13881 -8.69 8.69 0 0 0 2.24 0 0 0 46 34 42 23
"910" 12181 13981 -10.9 10.9 0 0 0 2.95 0 0 0 78 32.4615384615385 42 39
"911" 12181 14081 -7.97 7.97 0 0 0 4.49 0 0 0 23 28 28 11.5
"912" 12181 14181 -7.74 7.74 0 0 0 0 0 0 0 55 33.88 54 27.5
"913" 12181 14281 -8.88 8.88 0 0 0 3.35 0 0 0 101 33.7536231884058 54 50.5
"914" 12181 14381 -23.4 23.4 0 0 0 2.54 0 0 0 75 37.1846153846154 69 37.5
"915" 12181 14481 -10 10 0 0 0 3.16 0 0 0 80 29.1428571428571 37 40
"916" 12181 14581 -16.24 16.24 0 0 0 1.92 0 0 0 29 28 31 14.5
"917" 12181 14681 -10.9 10.9 0 0 0 2.3 0 0 0 12 41.6666666666667 49 6
"918" 12181 14781 -8.59 8.59 0 0 0 3.13 0 0 0 96 31.3823529411765 49 48
"919" 12181 14881 -9.9 9.9 0 0 0 5.5 0 0 0 0 0 0 0
"920" 12181 14981 -7.59 7.59 0 0 0 6.7 0 0 0 0 0 0 0
"921" 12181 15081 -4.2 4.2 0 0 0 4.52 0 0 0 0 0 0 0
"922" 12181 15181 -6.36 6.36 0 0 0 6.04 0 0 0 19 26 26 9.5
"923" 12181 15281 -5.72 5.72 0 1 1 4.97 0 0 0 101 26.75 28 50.5
"924" 12181 15381 -9.7 9.7 0 0 0 5.64 0 0 0 35 27 28 17.5
"925" 12181 15481 -10 10 0 0 0 0.09 0 0 0 93 41.3229166666667 83 46.5
"926" 12181 15581 -5.07 5.07 0 0 0 2.33 0 0 0 45 31 33 22.5
"927" 12181 15681 -9.45 9.45 0 0 0 1.46 0 0 0 0 0 0 0
"928" 12181 15781 -8.4 8.4 0 0 0 4.25 0 0 0 0 0 0 0
"929" 12181 15881 -5.5 5.5 0 0 0 7.29 0 0 0 0 0 0 0
"930" 12181 15981 -8.8 8.8 0 0 0 3.83 0 0 0 0 0 0 0
"931" 12181 16081 -5.34 5.34 0 0 0 6.19 0 0 0 35 33.8421052631579 51 17.5
"932" 12181 16181 -17.4 17.4 0 0 0 4.8 0 0 0 101 32.2884615384615 51 50.5
"933" 12181 16281 -12.3 12.3 0 0 0 2.31 0 0 0 101 35.4561403508772 55 50.5
"934" 12181 16381 -19.3 19.3 0 0 0 1.29 0 0 0 31 35.9090909090909 54 15.5
"935" 12181 16481 -5.44 5.44 0 0 0 6.02 0 0 0 0 0 0 0
"936" 12281 13481 -8.68 8.68 0 0 0 0.44 41 42.0901639344262 78 0 0 0 20.5
"937" 12281 13581 -10.45 10.45 0 0 0 0 41 42.0901639344262 78 59 37.8095238095238 62 50
"938" 12281 13681 -5.4 5.4 0 0 0 1.3 41 42.0901639344262 78 101 36.4134615384615 62 71
"939" 12281 13781 -7.1 7.1 0 0 0 1.6 41 42.0901639344262 78 31 36.0877192982456 61 36
"940" 12281 13881 -6 6 0 0 0 0 41 42.0901639344262 78 46 34 42 43.5
"941" 12281 13981 -9.8 9.8 0 0 0 3.1 41 42.0901639344262 78 78 32.4615384615385 42 59.5
"942" 12281 14081 -9 9 0 0 0 0 41 42.0901639344262 78 23 28 28 32
"943" 12281 14181 -13.8 13.8 0 1 1 0 41 42.0901639344262 78 55 33.88 54 48
"944" 12281 14281 -10.17 10.17 0 0 0 1.82 41 42.0901639344262 78 101 33.7536231884058 54 71
"945" 12281 14381 -11.74 11.74 0 0 0 0.28 41 42.0901639344262 78 75 37.1846153846154 69 58
"946" 12281 14481 -11.32 11.32 0 0 0 0 41 42.0901639344262 78 80 29.1428571428571 37 60.5
"947" 12281 14581 -8.5 8.5 0 0 0 0 41 42.0901639344262 78 29 28 31 35
"948" 12281 14681 -8.3 8.3 0 0 0 0 41 42.0901639344262 78 12 41.6666666666667 49 26.5
"949" 12281 14781 -7.07 7.07 0 0 0 1.8 41 42.0901639344262 78 96 31.3823529411765 49 68.5
"950" 12281 14881 -8.44 8.44 0 0 0 0 41 42.0901639344262 78 0 0 0 20.5
"951" 12281 14981 -5.4 5.4 0 0 0 2.75 41 42.0901639344262 78 0 0 0 20.5
"952" 12281 15081 -4.6 4.6 0 0 0 5.27 41 42.0901639344262 78 0 0 0 20.5
"953" 12281 15181 -6.9 6.9 0 0 0 0.42 41 42.0901639344262 78 19 26 26 30
"954" 12281 15281 -10.1 10.1 0 0 0 1.07 41 42.0901639344262 78 101 26.75 28 71
"955" 12281 15381 -9.85 9.85 0 0 0 0 41 42.0901639344262 78 35 27 28 38
"956" 12281 15481 -12.2 12.2 0 0 0 0 41 42.0901639344262 78 93 41.3229166666667 83 67
"957" 12281 15581 -6.5 6.5 0 0 0 2.7 41 42.0901639344262 78 45 31 33 43
"958" 12281 15681 -6.07 6.07 0 0 0 1.05 41 42.0901639344262 78 0 0 0 20.5
"959" 12281 15781 -9.6 9.6 0 0 0 0.31 41 42.0901639344262 78 0 0 0 20.5
"960" 12281 15881 -6.4 6.4 0 0 0 1.54 41 42.0901639344262 78 0 0 0 20.5
"961" 12281 15981 -8.5 8.5 0 0 0 0.27 41 42.0901639344262 78 0 0 0 20.5
"962" 12281 16081 -10.5 10.5 0 0 0 2.49 41 42.0901639344262 78 35 33.8421052631579 51 38
"963" 12281 16181 -15.4 15.4 0 0 0 2.74 41 42.0901639344262 78 101 32.2884615384615 51 71
"964" 12281 16281 -10.8 10.8 0 0 0 0.62 41 42.0901639344262 78 101 35.4561403508772 55 71
"965" 12281 16381 -7.5 7.5 0 0 0 0 41 42.0901639344262 78 31 35.9090909090909 54 36
"966" 12281 16481 -4.06 4.06 0 0 0 5.55 41 42.0901639344262 78 0 0 0 20.5
"967" 12381 13581 -13.8 13.8 0 0 0 0 56 40.7581699346405 78 59 37.8095238095238 62 57.5
"968" 12381 13681 -18.1 18.1 0 0 0 4.57 56 40.7581699346405 78 101 36.4134615384615 62 78.5
"969" 12381 13781 -16.9 16.9 0 0 0 0.88 56 40.7581699346405 78 31 36.0877192982456 61 43.5
"970" 12381 13881 -6.07 6.07 0 0 0 2.62 56 40.7581699346405 78 46 34 42 51
"971" 12381 13981 -13.9 13.9 0 0 0 3.17 56 40.7581699346405 78 78 32.4615384615385 42 67
"972" 12381 14081 -12.54 12.54 0 0 0 1.39 56 40.7581699346405 78 23 28 28 39.5
"973" 12381 14181 -7.9 7.9 0 0 0 0 56 40.7581699346405 78 55 33.88 54 55.5
"974" 12381 14281 -11.22 11.22 0 0 0 2.19 56 40.7581699346405 78 101 33.7536231884058 54 78.5
"975" 12381 14381 -16.94 16.94 0 0 0 0.12 56 40.7581699346405 78 75 37.1846153846154 69 65.5
"976" 12381 14481 -12.8 12.8 0 0 0 0.45 56 40.7581699346405 78 80 29.1428571428571 37 68
"977" 12381 14581 -15.5 15.5 0 0 0 1.52 56 40.7581699346405 78 29 28 31 42.5
"978" 12381 14681 -8.71 8.71 0 0 0 2.51 56 40.7581699346405 78 12 41.6666666666667 49 34
"979" 12381 14781 -9.1 9.1 0 0 0 2.01 56 40.7581699346405 78 96 31.3823529411765 49 76
"980" 12381 14881 -8.5 8.5 0 0 0 6.01 56 40.7581699346405 78 0 0 0 28
"981" 12381 14981 -5.5 5.5 0 0 0 3.72 56 40.7581699346405 78 0 0 0 28
"982" 12381 15081 -1.4 1.4 0 0 0 2.82 56 40.7581699346405 78 0 0 0 28
