"Win1" "Win2" "InvInvGibbsEnergy" "InvInvAbsGibbsEnergy"
"754" 11581 15881 -2.93 2.93
"755" 11581 15981 -4.63 4.63
"756" 11581 16081 -2.35 2.35
"757" 11581 16181 -2.39 2.39
"758" 11581 16281 -2.73 2.73
"759" 11581 16381 -5.9 5.9
"760" 11581 16481 -4.59 4.59
"761" 11681 12681 -5.03 5.03
"762" 11681 12781 -11.67 11.67
"763" 11681 12881 -2.4 2.4
"764" 11681 12981 -11.94 11.94
"765" 11681 13081 -7.6 7.6
"766" 11681 13181 -11 11
"767" 11681 13281 -6.27 6.27
"768" 11681 13381 -1.25 1.25
"769" 11681 13481 -1.05 1.05
"770" 11681 13581 -5 5
"771" 11681 13681 -7.63 7.63
"772" 11681 13781 -4.94 4.94
"773" 11681 13881 -3.6 3.6
"774" 11681 13981 -0.6 0.6
"775" 11681 14081 -0.81 0.81
"776" 11681 14181 -4.04 4.04
"777" 11681 14281 -2.27 2.27
"778" 11681 14381 -1.8 1.8
"779" 11681 14481 -4.31 4.31
"780" 11681 14581 -1.29 1.29
"781" 11681 14681 -4.7 4.7
"782" 11681 14781 -5.34 5.34
"783" 11681 14881 -2.73 2.73
"784" 11681 14981 -4.5 4.5
"785" 11681 15081 -16.15 16.15
"786" 11681 15181 -4.49 4.49
"787" 11681 15281 -3.17 3.17
"788" 11681 15381 -3.01 3.01
"789" 11681 15481 -6.5 6.5
"790" 11681 15581 -4.1 4.1
"791" 11681 15681 -6.99 6.99
"792" 11681 15781 -2.8 2.8
"793" 11681 15881 -7.3 7.3
"794" 11681 15981 -3.35 3.35
"795" 11681 16081 -9.1 9.1
"796" 11681 16181 -3.95 3.95
"797" 11681 16281 -3.28 3.28
"798" 11681 16381 -4.43 4.43
"799" 11681 16481 -6.2 6.2
"800" 11781 12781 -4.77 4.77
"801" 11781 12881 -2 2
"802" 11781 12981 -3.49 3.49
"803" 11781 13081 -3.4 3.4
"804" 11781 13181 -6.07 6.07
"805" 11781 13281 -2.35 2.35
"806" 11781 13381 -3.4 3.4
"807" 11781 13481 -1.12 1.12
"808" 11781 13581 -1.34 1.34
"809" 11781 13681 -5.28 5.28
"810" 11781 13781 -1.06 1.06
"811" 11781 13881 -2 2
"812" 11781 13981 -5.8 5.8
"813" 11781 14081 0 0
"814" 11781 14181 -0.39 0.39
"815" 11781 14281 -2.25 2.25
"816" 11781 14381 -2.28 2.28
"817" 11781 14481 -2.21 2.21
"818" 11781 14581 -4.8 4.8
"819" 11781 14681 -0.42 0.42
"820" 11781 14781 -2.2 2.2
"821" 11781 14881 -4.11 4.11
"822" 11781 14981 -4.72 4.72
"823" 11781 15081 -7.65 7.65
"824" 11781 15181 -7.05 7.05
"825" 11781 15281 -2.34 2.34
"826" 11781 15381 -1.89 1.89
"827" 11781 15481 -3.07 3.07
"828" 11781 15581 -3.97 3.97
"829" 11781 15681 -2.31 2.31
"830" 11781 15781 -0.78 0.78
"831" 11781 15881 -2.55 2.55
"832" 11781 15981 -6.91 6.91
"833" 11781 16081 -0.67 0.67
"834" 11781 16181 -6.08 6.08
"835" 11781 16281 -2.8 2.8
"836" 11781 16381 -3.8 3.8
"837" 11781 16481 -6.4 6.4
"838" 11881 12881 -1.15 1.15
"839" 11881 12981 -4.94 4.94
"840" 11881 13081 -4.5 4.5
"841" 11881 13181 -2.29 2.29
"842" 11881 13281 -2.08 2.08
"843" 11881 13381 -2.92 2.92
"844" 11881 13481 -1.1 1.1
"845" 11881 13581 -4.03 4.03
"846" 11881 13681 -10.79 10.79
"847" 11881 13781 -4.18 4.18
"848" 11881 13881 -4.87 4.87
"849" 11881 13981 -4.3 4.3
"850" 11881 14081 -0.77 0.77
"851" 11881 14181 -4.52 4.52
"852" 11881 14281 -0.08 0.08
"853" 11881 14381 -2.13 2.13
"854" 11881 14481 0 0
"855" 11881 14581 -5.55 5.55
"856" 11881 14681 -2.6 2.6
"857" 11881 14781 -1.49 1.49
"858" 11881 14881 -4.85 4.85
"859" 11881 14981 -1.56 1.56
"860" 11881 15081 -3.63 3.63
"861" 11881 15181 -6.51 6.51
"862" 11881 15281 -2.7 2.7
"863" 11881 15381 -2.28 2.28
"864" 11881 15481 -2.19 2.19
"865" 11881 15581 -1.67 1.67
"866" 11881 15681 -4.62 4.62
"867" 11881 15781 -2.36 2.36
"868" 11881 15881 -13.6 13.6
"869" 11881 15981 -2.04 2.04
"870" 11881 16081 -2.32 2.32
"871" 11881 16181 -3.34 3.34
"872" 11881 16281 -5.28 5.28
"873" 11881 16381 -11.9 11.9
"874" 11881 16481 -7.23 7.23
"875" 11981 12981 -1.96 1.96
"876" 11981 13081 -0.13 0.13
"877" 11981 13181 -0.57 0.57
"878" 11981 13281 -0.65 0.65
"879" 11981 13381 -2.3 2.3
"880" 11981 13481 -2.66 2.66
"881" 11981 13581 -0.15 0.15
"882" 11981 13681 -2.32 2.32
"883" 11981 13781 -0.86 0.86
"884" 11981 13881 -2.6 2.6
"885" 11981 13981 0 0
"886" 11981 14081 0 0
"887" 11981 14181 -2.24 2.24
"888" 11981 14281 -0.76 0.76
"889" 11981 14381 -2.53 2.53
"890" 11981 14481 0 0
"891" 11981 14581 -1.95 1.95
"892" 11981 14681 -1.4 1.4
"893" 11981 14781 -1.65 1.65
"894" 11981 14881 -1.06 1.06
"895" 11981 14981 -3.44 3.44
"896" 11981 15081 -5.21 5.21
"897" 11981 15181 -3.4 3.4
"898" 11981 15281 -0.71 0.71
"899" 11981 15381 -0.96 0.96
"900" 11981 15481 -1.27 1.27
"901" 11981 15581 -0.61 0.61
"902" 11981 15681 -1.03 1.03
"903" 11981 15781 0 0
"904" 11981 15881 -2.11 2.11
"905" 11981 15981 -5.02 5.02
"906" 11981 16081 -6.3 6.3
"907" 11981 16181 -1.02 1.02
"908" 11981 16281 -4.43 4.43
"909" 11981 16381 -3.1 3.1
"910" 11981 16481 -4.5 4.5
"911" 12081 13081 -1.48 1.48
"912" 12081 13181 -1.9 1.9
"913" 12081 13281 -2.2 2.2
"914" 12081 13381 -6.1 6.1
"915" 12081 13481 -1.17 1.17
"916" 12081 13581 -1.53 1.53
"917" 12081 13681 -3.72 3.72
"918" 12081 13781 -0.89 0.89
"919" 12081 13881 -3.45 3.45
"920" 12081 13981 -0.28 0.28
"921" 12081 14081 -1.99 1.99
"922" 12081 14181 -3.8 3.8
"923" 12081 14281 -2.37 2.37
"924" 12081 14381 -2.17 2.17
"925" 12081 14481 -1.94 1.94
"926" 12081 14581 -6.59 6.59
"927" 12081 14681 -4.05 4.05
"928" 12081 14781 -1.87 1.87
"929" 12081 14881 -0.98 0.98
"930" 12081 14981 -3.09 3.09
"931" 12081 15081 -4.28 4.28
"932" 12081 15181 -3.5 3.5
"933" 12081 15281 -0.8 0.8
"934" 12081 15381 -2.4 2.4
"935" 12081 15481 -2.5 2.5
"936" 12081 15581 -2.46 2.46
"937" 12081 15681 -4.02 4.02
"938" 12081 15781 -2.99 2.99
"939" 12081 15881 -7.5 7.5
"940" 12081 15981 -6.8 6.8
"941" 12081 16081 -6.74 6.74
"942" 12081 16181 -4.15 4.15
"943" 12081 16281 -0.01 0.01
"944" 12081 16381 -8.7 8.7
"945" 12081 16481 -1.2 1.2
"946" 12181 13181 -7.8 7.8
"947" 12181 13281 -5.98 5.98
"948" 12181 13381 -4.73 4.73
"949" 12181 13481 -1.2 1.2
"950" 12181 13581 -8.99 8.99
"951" 12181 13681 -7.1 7.1
"952" 12181 13781 -3.4 3.4
"953" 12181 13881 -3.44 3.44
"954" 12181 13981 0 0
"955" 12181 14081 -1.06 1.06
"956" 12181 14181 -1.04 1.04
"957" 12181 14281 -2.4 2.4
"958" 12181 14381 -2.19 2.19
"959" 12181 14481 -1.2 1.2
"960" 12181 14581 -1.7 1.7
"961" 12181 14681 -4.29 4.29
"962" 12181 14781 -5.36 5.36
"963" 12181 14881 -6.1 6.1
"964" 12181 14981 -6.92 6.92
"965" 12181 15081 -7.8 7.8
"966" 12181 15181 -14.2 14.2
"967" 12181 15281 -7.2 7.2
"968" 12181 15381 -1.2 1.2
"969" 12181 15481 -1.29 1.29
"970" 12181 15581 -5.51 5.51
"971" 12181 15681 -7.62 7.62
"972" 12181 15781 -6.4 6.4
"973" 12181 15881 -5.01 5.01
"974" 12181 15981 -7.2 7.2
"975" 12181 16081 -3.24 3.24
"976" 12181 16181 -3.29 3.29
"977" 12181 16281 -10.2 10.2
"978" 12181 16381 -6.03 6.03
"979" 12181 16481 -5.93 5.93
"980" 12281 13281 -2.55 2.55
"981" 12281 13381 -4.7 4.7
"982" 12281 13481 -3.29 3.29
"983" 12281 13581 -1.91 1.91
"984" 12281 13681 -2.67 2.67
"985" 12281 13781 -2.24 2.24
"986" 12281 13881 -2.95 2.95
"987" 12281 13981 -4.49 4.49
"988" 12281 14081 0 0
"989" 12281 14181 -3.35 3.35
"990" 12281 14281 -2.54 2.54
"991" 12281 14381 -3.16 3.16
"992" 12281 14481 -1.92 1.92
"993" 12281 14581 -2.3 2.3
"994" 12281 14681 -3.13 3.13
"995" 12281 14781 -5.5 5.5
"996" 12281 14881 -6.7 6.7
"997" 12281 14981 -4.52 4.52
"998" 12281 15081 -6.04 6.04
"999" 12281 15181 -4.97 4.97
"1000" 12281 15281 -5.64 5.64
"1001" 12281 15381 -0.09 0.09
"1002" 12281 15481 -2.33 2.33
"1003" 12281 15581 -1.46 1.46
"1004" 12281 15681 -4.25 4.25
"1005" 12281 15781 -7.29 7.29
"1006" 12281 15881 -3.83 3.83
"1007" 12281 15981 -6.19 6.19
"1008" 12281 16081 -4.8 4.8
"1009" 12281 16181 -2.31 2.31
"1010" 12281 16281 -1.29 1.29
"1011" 12281 16381 -6.02 6.02
"1012" 12281 16481 -6.6 6.6
"1013" 12381 13381 -0.44 0.44
"1014" 12381 13481 0 0
"1015" 12381 13581 -1.3 1.3
"1016" 12381 13681 -1.6 1.6
"1017" 12381 13781 0 0
"1018" 12381 13881 -3.1 3.1
"1019" 12381 13981 0 0
"1020" 12381 14081 0 0
"1021" 12381 14181 -1.82 1.82
"1022" 12381 14281 -0.28 0.28
"1023" 12381 14381 0 0
"1024" 12381 14481 0 0
"1025" 12381 14581 0 0
"1026" 12381 14681 -1.8 1.8
"1027" 12381 14781 0 0
"1028" 12381 14881 -2.75 2.75
"1029" 12381 14981 -5.27 5.27
"1030" 12381 15081 -0.42 0.42
"1031" 12381 15181 -1.07 1.07
"1032" 12381 15281 0 0
"1033" 12381 15381 0 0
"1034" 12381 15481 -2.7 2.7
"1035" 12381 15581 -1.05 1.05
"1036" 12381 15681 -0.31 0.31
"1037" 12381 15781 -1.54 1.54
"1038" 12381 15881 -0.27 0.27
"1039" 12381 15981 -2.49 2.49
"1040" 12381 16081 -2.74 2.74
"1041" 12381 16181 -0.62 0.62
"1042" 12381 16281 0 0
"1043" 12381 16381 -5.55 5.55
"1044" 12381 16481 -5.64 5.64
"1045" 12481 13481 0 0
"1046" 12481 13581 -4.57 4.57
"1047" 12481 13681 -0.88 0.88
"1048" 12481 13781 -2.62 2.62
"1049" 12481 13881 -3.17 3.17
"1050" 12481 13981 -1.39 1.39
"1051" 12481 14081 0 0
"1052" 12481 14181 -2.19 2.19
"1053" 12481 14281 -0.12 0.12
"1054" 12481 14381 -0.45 0.45
"1055" 12481 14481 -1.52 1.52
"1056" 12481 14581 -2.51 2.51
"1057" 12481 14681 -2.01 2.01
"1058" 12481 14781 -6.01 6.01
"1059" 12481 14881 -3.72 3.72
"1060" 12481 14981 -2.82 2.82
"1061" 12481 15081 -7.54 7.54
"1062" 12481 15181 -9.97 9.97
"1063" 12481 15281 -2.16 2.16
"1064" 12481 15381 -0.76 0.76
"1065" 12481 15481 -1.75 1.75
"1066" 12481 15581 -0.55 0.55
"1067" 12481 15681 -4.52 4.52
"1068" 12481 15781 -1.21 1.21
"1069" 12481 15881 -1.78 1.78
"1070" 12481 15981 -5.72 5.72
"1071" 12481 16081 -9.22 9.22
"1072" 12481 16181 -1.84 1.84
"1073" 12481 16281 -1.67 1.67
"1074" 12481 16381 -9 9
"1075" 12481 16481 -4.42 4.42
"1076" 12581 13581 -3.1 3.1
"1077" 12581 13681 -1.05 1.05
"1078" 12581 13781 -5.57 5.57
"1079" 12581 13881 -2.42 2.42
"1080" 12581 13981 -1.75 1.75
"1081" 12581 14081 0 0
"1082" 12581 14181 -4.2 4.2
"1083" 12581 14281 -1.54 1.54
"1084" 12581 14381 -1.93 1.93
"1085" 12581 14481 -2.5 2.5
"1086" 12581 14581 -1.87 1.87
"1087" 12581 14681 -4.08 4.08
"1088" 12581 14781 -2.3 2.3
"1089" 12581 14881 -6.19 6.19
"1090" 12581 14981 -5.25 5.25
"1091" 12581 15081 -1.84 1.84
"1092" 12581 15181 -2.58 2.58
"1093" 12581 15281 -3.04 3.04
"1094" 12581 15381 0 0
"1095" 12581 15481 -1.47 1.47
"1096" 12581 15581 -3.7 3.7
"1097" 12581 15681 -5.6 5.6
"1098" 12581 15781 -3.9 3.9
"1099" 12581 15881 -8.1 8.1
"1100" 12581 15981 -1.86 1.86
"1101" 12581 16081 -3.22 3.22
"1102" 12581 16181 -4.18 4.18
"1103" 12581 16281 -6.11 6.11
"1104" 12581 16381 -8 8
"1105" 12581 16481 -4.47 4.47
"1106" 12681 13681 -9.6 9.6
"1107" 12681 13781 -9.6 9.6
"1108" 12681 13881 -3.97 3.97
"1109" 12681 13981 -5.8 5.8
"1110" 12681 14081 -3.33 3.33
"1111" 12681 14181 -5.41 5.41
"1112" 12681 14281 -4.5 4.5
"1113" 12681 14381 -5.75 5.75
"1114" 12681 14481 -2.96 2.96
"1115" 12681 14581 -3.03 3.03
"1116" 12681 14681 -3.1 3.1
"1117" 12681 14781 -7.89 7.89
"1118" 12681 14881 -8.3 8.3
"1119" 12681 14981 -6.7 6.7
"1120" 12681 15081 -4.9 4.9
"1121" 12681 15181 -4.4 4.4
"1122" 12681 15281 -3.9 3.9
"1123" 12681 15381 -5.82 5.82
"1124" 12681 15481 -5.29 5.29
"1125" 12681 15581 -6.12 6.12
"1126" 12681 15681 -10.54 10.54
"1127" 12681 15781 -2.7 2.7
"1128" 12681 15881 -7.5 7.5
"1129" 12681 15981 -4.41 4.41
"1130" 12681 16081 -8.77 8.77
"1131" 12681 16181 -7.6 7.6
"1132" 12681 16281 -7.1 7.1
"1133" 12681 16381 -9.03 9.03
"1134" 12681 16481 -6.2 6.2
"1135" 12781 13781 -3.7 3.7
"1136" 12781 13881 -3.65 3.65
"1137" 12781 13981 -5.29 5.29
"1138" 12781 14081 -3.7 3.7
"1139" 12781 14181 -6.09 6.09
"1140" 12781 14281 -0.26 0.26
"1141" 12781 14381 -7.07 7.07
"1142" 12781 14481 -3.99 3.99
"1143" 12781 14581 -5.9 5.9
"1144" 12781 14681 -5.7 5.7
"1145" 12781 14781 -9.53 9.53
"1146" 12781 14881 -8.79 8.79
"1147" 12781 14981 -16.9 16.9
"1148" 12781 15081 -7.9 7.9
"1149" 12781 15181 -7 7
"1150" 12781 15281 -5.19 5.19
"1151" 12781 15381 -4.7 4.7
"1152" 12781 15481 -4.7 4.7
"1153" 12781 15581 -10.7 10.7
"1154" 12781 15681 -6.07 6.07
"1155" 12781 15781 -2.44 2.44
"1156" 12781 15881 -1.25 1.25
"1157" 12781 15981 -0.94 0.94
"1158" 12781 16081 -5.4 5.4
"1159" 12781 16181 -10.2 10.2
"1160" 12781 16281 -5.7 5.7
"1161" 12781 16381 -9.57 9.57
"1162" 12781 16481 -3.8 3.8
"1163" 12881 13881 -0.91 0.91
"1164" 12881 13981 -5 5
"1165" 12881 14081 0 0
"1166" 12881 14181 -1.25 1.25
"1167" 12881 14281 0 0
"1168" 12881 14381 -1.72 1.72
"1169" 12881 14481 0 0
"1170" 12881 14581 -3.5 3.5
"1171" 12881 14681 0 0
"1172" 12881 14781 -1.58 1.58
"1173" 12881 14881 -2.21 2.21
"1174" 12881 14981 -9.36 9.36
"1175" 12881 15081 -8.51 8.51
"1176" 12881 15181 -7.81 7.81
"1177" 12881 15281 -0.41 0.41
"1178" 12881 15381 -0.34 0.34
"1179" 12881 15481 -2.01 2.01
"1180" 12881 15581 -2.1 2.1
"1181" 12881 15681 -1.23 1.23
"1182" 12881 15781 -1.72 1.72
"1183" 12881 15881 -5.5 5.5
"1184" 12881 15981 -4.97 4.97
"1185" 12881 16081 -2.7 2.7
"1186" 12881 16181 -1.17 1.17
"1187" 12881 16281 -0.4 0.4
"1188" 12881 16381 -7.2 7.2
"1189" 12881 16481 -1.41 1.41
"1190" 12981 13981 -4.84 4.84
"1191" 12981 14081 -0.67 0.67
"1192" 12981 14181 -0.6 0.6
"1193" 12981 14281 -0.37 0.37
"1194" 12981 14381 -5.85 5.85
"1195" 12981 14481 0 0
"1196" 12981 14581 -4.77 4.77
"1197" 12981 14681 -0.3 0.3
"1198" 12981 14781 -7.2 7.2
"1199" 12981 14881 -10.1 10.1
"1200" 12981 14981 -7.39 7.39
"1201" 12981 15081 -12.76 12.76
"1202" 12981 15181 -7.04 7.04
"1203" 12981 15281 -4.83 4.83
"1204" 12981 15381 -2.71 2.71
"1205" 12981 15481 -3.92 3.92
"1206" 12981 15581 -4.51 4.51
"1207" 12981 15681 -5.35 5.35
"1208" 12981 15781 -1.6 1.6
"1209" 12981 15881 -2.51 2.51
"1210" 12981 15981 -6.27 6.27
"1211" 12981 16081 -0.28 0.28
"1212" 12981 16181 -1.69 1.69
"1213" 12981 16281 -1.79 1.79
"1214" 12981 16381 -7.35 7.35
"1215" 12981 16481 -7.2 7.2
"1216" 13081 14081 -0.5 0.5
"1217" 13081 14181 -2.47 2.47
"1218" 13081 14281 -1.65 1.65
"1219" 13081 14381 -1.8 1.8
"1220" 13081 14481 -2.4 2.4
"1221" 13081 14581 -2.4 2.4
"1222" 13081 14681 -2.89 2.89
"1223" 13081 14781 -3.46 3.46
"1224" 13081 14881 -2.48 2.48
"1225" 13081 14981 -7.87 7.87
"1226" 13081 15081 -10.23 10.23
"1227" 13081 15181 -3.8 3.8
"1228" 13081 15281 -1.94 1.94
"1229" 13081 15381 -4.18 4.18
"1230" 13081 15481 -2.8 2.8
"1231" 13081 15581 -4.02 4.02
"1232" 13081 15681 -9.3 9.3
"1233" 13081 15781 -1.64 1.64
"1234" 13081 15881 -1.7 1.7
"1235" 13081 15981 -11.4 11.4
"1236" 13081 16081 -3.6 3.6
"1237" 13081 16181 -3.9 3.9
"1238" 13081 16281 -1.8 1.8
"1239" 13081 16381 -9.83 9.83
"1240" 13081 16481 -4.4 4.4
"1241" 13181 14181 -0.14 0.14
"1242" 13181 14281 -0.8 0.8
"1243" 13181 14381 0 0
"1244" 13181 14481 -1.71 1.71
"1245" 13181 14581 -7.69 7.69
"1246" 13181 14681 -1.5 1.5
"1247" 13181 14781 -4.33 4.33
"1248" 13181 14881 -4.6 4.6
"1249" 13181 14981 -6.15 6.15
"1250" 13181 15081 -7 7
"1251" 13181 15181 -13.39 13.39
"1252" 13181 15281 -2.6 2.6
"1253" 13181 15381 0 0
"1254" 13181 15481 -5.9 5.9
"1255" 13181 15581 -1.67 1.67
"1256" 13181 15681 -9.19 9.19
"1257" 13181 15781 -2 2
"1258" 13181 15881 -7.5 7.5
"1259" 13181 15981 -3.77 3.77
"1260" 13181 16081 -4.88 4.88
"1261" 13181 16181 -1.05 1.05
"1262" 13181 16281 -1.5 1.5
"1263" 13181 16381 -6.2 6.2
"1264" 13181 16481 -3.4 3.4
"1265" 13281 14281 -5.04 5.04
"1266" 13281 14381 -3.72 3.72
"1267" 13281 14481 -4.35 4.35
"1268" 13281 14581 -11.7 11.7
"1269" 13281 14681 -1.64 1.64
"1270" 13281 14781 -5 5
"1271" 13281 14881 -5.87 5.87
"1272" 13281 14981 -1.35 1.35
"1273" 13281 15081 -4 4
"1274" 13281 15181 -6.09 6.09
"1275" 13281 15281 -2.85 2.85
"1276" 13281 15381 -2.1 2.1
"1277" 13281 15481 -2.82 2.82
"1278" 13281 15581 -4 4
"1279" 13281 15681 -2.47 2.47
"1280" 13281 15781 -3.5 3.5
"1281" 13281 15881 -2.34 2.34
"1282" 13281 15981 -9.3 9.3
"1283" 13281 16081 -3.78 3.78
"1284" 13281 16181 -5.4 5.4
"1285" 13281 16281 -4.8 4.8
"1286" 13281 16381 -6.5 6.5
"1287" 13281 16481 -3.9 3.9
"1288" 13381 14381 -3.6 3.6
"1289" 13381 14481 -0.67 0.67
"1290" 13381 14581 -3.5 3.5
"1291" 13381 14681 -2.1 2.1
"1292" 13381 14781 -4.07 4.07
"1293" 13381 14881 -3.9 3.9
"1294" 13381 14981 -9.3 9.3
"1295" 13381 15081 -13.07 13.07
"1296" 13381 15181 -8 8
"1297" 13381 15281 -5.17 5.17
"1298" 13381 15381 -0.76 0.76
"1299" 13381 15481 -3.42 3.42
"1300" 13381 15581 -4.82 4.82
"1301" 13381 15681 -6.04 6.04
"1302" 13381 15781 -2.77 2.77
"1303" 13381 15881 -3.3 3.3
"1304" 13381 15981 -1.31 1.31
"1305" 13381 16081 -5.1 5.1
"1306" 13381 16181 -3.9 3.9
"1307" 13381 16281 -0.7 0.7
"1308" 13381 16381 -4.49 4.49
"1309" 13381 16481 -4.4 4.4
"1310" 13481 14481 0 0
"1311" 13481 14581 -1.97 1.97
"1312" 13481 14681 -1.2 1.2
"1313" 13481 14781 -6.66 6.66
"1314" 13481 14881 -3.8 3.8
"1315" 13481 14981 -5.51 5.51
"1316" 13481 15081 -4.34 4.34
"1317" 13481 15181 -3.58 3.58
"1318" 13481 15281 -0.03 0.03
"1319" 13481 15381 0 0
"1320" 13481 15481 -3.47 3.47
"1321" 13481 15581 -5.1 5.1
"1322" 13481 15681 -1.11 1.11
"1323" 13481 15781 -1.48 1.48
"1324" 13481 15881 -6.25 6.25
"1325" 13481 15981 -0.07 0.07
"1326" 13481 16081 -5.9 5.9
"1327" 13481 16181 0 0
"1328" 13481 16281 -0.72 0.72
"1329" 13481 16381 -3.9 3.9
"1330" 13481 16481 -2.38 2.38
"1331" 13581 14581 -3.24 3.24
"1332" 13581 14681 0 0
"1333" 13581 14781 -4.82 4.82
"1334" 13581 14881 -1.06 1.06
"1335" 13581 14981 -5.34 5.34
"1336" 13581 15081 -4.54 4.54
"1337" 13581 15181 -4.16 4.16
"1338" 13581 15281 -1.89 1.89
"1339" 13581 15381 -1.5 1.5
"1340" 13581 15481 -4.94 4.94
"1341" 13581 15581 -4.72 4.72
"1342" 13581 15681 -2.31 2.31
"1343" 13581 15781 0 0
"1344" 13581 15881 -3.6 3.6
"1345" 13581 15981 -9.25 9.25
"1346" 13581 16081 -4 4
"1347" 13581 16181 -1.35 1.35
"1348" 13581 16281 -2.94 2.94
"1349" 13581 16381 -10 10
"1350" 13581 16481 -4.14 4.14
"1351" 13681 14681 -2.67 2.67
"1352" 13681 14781 -7.34 7.34
"1353" 13681 14881 -4.04 4.04
"1354" 13681 14981 -6.17 6.17
"1355" 13681 15081 -8.99 8.99
"1356" 13681 15181 -5.12 5.12
"1357" 13681 15281 -2.32 2.32
"1358" 13681 15381 -1.15 1.15
"1359" 13681 15481 -5.73 5.73
"1360" 13681 15581 -5.84 5.84
"1361" 13681 15681 -2.52 2.52
"1362" 13681 15781 -1.97 1.97
"1363" 13681 15881 -3.4 3.4
"1364" 13681 15981 -6.21 6.21
"1365" 13681 16081 -5.71 5.71
"1366" 13681 16181 -1.4 1.4
"1367" 13681 16281 -1.37 1.37
"1368" 13681 16381 -14.1 14.1
"1369" 13681 16481 -4.31 4.31
"1370" 13781 14781 0 0
"1371" 13781 14881 -2.35 2.35
"1372" 13781 14981 -4.08 4.08
"1373" 13781 15081 -5.66 5.66
"1374" 13781 15181 -8.06 8.06
"1375" 13781 15281 -2.65 2.65
"1376" 13781 15381 -1.56 1.56
"1377" 13781 15481 -4.09 4.09
"1378" 13781 15581 -2.03 2.03
"1379" 13781 15681 -5.75 5.75
"1380" 13781 15781 -3 3
"1381" 13781 15881 -1.23 1.23
"1382" 13781 15981 -0.7 0.7
"1383" 13781 16081 -0.43 0.43
"1384" 13781 16181 -4.14 4.14
"1385" 13781 16281 -0.13 0.13
"1386" 13781 16381 -3.19 3.19
"1387" 13781 16481 -4.65 4.65
"1388" 13881 14881 -4.1 4.1
"1389" 13881 14981 -5.2 5.2
"1390" 13881 15081 -4.98 4.98
"1391" 13881 15181 -3.3 3.3
"1392" 13881 15281 -1.36 1.36
"1393" 13881 15381 -0.49 0.49
"1394" 13881 15481 -3.34 3.34
"1395" 13881 15581 -3.49 3.49
"1396" 13881 15681 -2.53 2.53
"1397" 13881 15781 -3.43 3.43
"1398" 13881 15881 -5.04 5.04
"1399" 13881 15981 -4.4 4.4
"1400" 13881 16081 -6.8 6.8
"1401" 13881 16181 0 0
"1402" 13881 16281 -1.01 1.01
"1403" 13881 16381 -8.98 8.98
"1404" 13881 16481 -5.42 5.42
"1405" 13981 14981 -2.37 2.37
"1406" 13981 15081 -3.26 3.26
"1407" 13981 15181 -4.19 4.19
"1408" 13981 15281 -0.9 0.9
"1409" 13981 15381 0 0
"1410" 13981 15481 0 0
"1411" 13981 15581 -4.8 4.8
"1412" 13981 15681 -2.45 2.45
"1413" 13981 15781 -3.1 3.1
"1414" 13981 15881 -2.62 2.62
"1415" 13981 15981 -6 6
"1416" 13981 16081 -2.91 2.91
"1417" 13981 16181 0 0
"1418" 13981 16281 -1.76 1.76
"1419" 13981 16381 -2 2
"1420" 13981 16481 -5.9 5.9
"1421" 14081 15081 -3.16 3.16
"1422" 14081 15181 -1.15 1.15
"1423" 14081 15281 -3.24 3.24
"1424" 14081 15381 -0.83 0.83
"1425" 14081 15481 0 0
"1426" 14081 15581 -1.4 1.4
"1427" 14081 15681 -1.83 1.83
"1428" 14081 15781 0 0
"1429" 14081 15881 -1.25 1.25
"1430" 14081 15981 -2.66 2.66
"1431" 14081 16081 -1.28 1.28
"1432" 14081 16181 -0.3 0.3
"1433" 14081 16281 0 0
"1434" 14081 16381 -4.87 4.87
"1435" 14081 16481 -0.37 0.37
"1436" 14181 15181 -4.01 4.01
"1437" 14181 15281 -3.38 3.38
"1438" 14181 15381 -1.1 1.1
"1439" 14181 15481 -2.75 2.75
"1440" 14181 15581 -5.1 5.1
"1441" 14181 15681 -2.81 2.81
"1442" 14181 15781 -1.58 1.58
"1443" 14181 15881 -2.62 2.62
"1444" 14181 15981 -1.06 1.06
"1445" 14181 16081 -4.88 4.88
"1446" 14181 16181 0 0
"1447" 14181 16281 -0.08 0.08
"1448" 14181 16381 -4.4 4.4
"1449" 14181 16481 -3.34 3.34
"1450" 14281 15281 -0.58 0.58
"1451" 14281 15381 0 0
"1452" 14281 15481 0 0
"1453" 14281 15581 -1.29 1.29
"1454" 14281 15681 -0.32 0.32
"1455" 14281 15781 -5 5
"1456" 14281 15881 -6.1 6.1
"1457" 14281 15981 -2.61 2.61
"1458" 14281 16081 -0.3 0.3
"1459" 14281 16181 0 0
"1460" 14281 16281 -0.38 0.38
"1461" 14281 16381 -5 5
"1462" 14281 16481 -3.87 3.87
"1463" 14381 15381 -4.8 4.8
"1464" 14381 15481 -1.94 1.94
"1465" 14381 15581 -2.29 2.29
"1466" 14381 15681 -7.2 7.2
"1467" 14381 15781 -5 5
"1468" 14381 15881 -3.9 3.9
"1469" 14381 15981 -5.93 5.93
"1470" 14381 16081 -6.9 6.9
"1471" 14381 16181 -1.47 1.47
"1472" 14381 16281 0 0
"1473" 14381 16381 -5.11 5.11
"1474" 14381 16481 -5.99 5.99
"1475" 14481 15481 0 0
"1476" 14481 15581 -0.34 0.34
"1477" 14481 15681 -5.8 5.8
"1478" 14481 15781 0 0
"1479" 14481 15881 -0.64 0.64
"1480" 14481 15981 -7.9 7.9
