"FirstWindowWholeKbRes"	"SecondWindowWholeKbRes"	"FirstWindow"	"SecondWindow"	"DirectRepeatsDensity"	"MicroHomologyScore"	"Deletion"	"InfinitySign"	"InvRepDensScore"	"GlobalFoldingScore"	"Residuals"	"GlobalFolding1000Score"	"DistanceToContact"	"TempDistanceToContact"	"LogRegr.ContactPoint.Coord1"	"LogRegr.ContactPoint.Coord2"	"LogRegr.ContactPoint.PiValue"	"LogRegr.ContactPoint.Coeff"	"LogRegr.ContactPoint.AIC"
"996"	12000	7000	12000	6800	0	94	0	0	0	0	-0.512400650669564	0	3225.67822325786	0	12050	6850	1.06152162533902e-09	-0.327215797391225	2853.65588749834
"997"	12000	7000	12300	7100	0	98	0	0	0	0	-0.529007760510172	0	3432.92877875437	0	12350	7150	3.36258949354301e-16	-0.457994292371369	2819.40961506323
"998"	12000	7000	12500	7000	18	80	0	0	0	0	-0.457822613504236	0	3650.3424496888	0	12550	7050	1.5230760505459e-22	-0.56894780727447	2784.14728797551
"999"	12000	7000	11900	6900	10	93	0	0	0	0	-0.508320419467101	0	3099.19344346235	0	11950	6950	1.29922357887641e-07	-0.278714763616958	2864.01976375767
"1000"	12000	7000	11600	6700	0	57	0	0	0	0	-0.379437998369853	0	2888.77136513086	0	11650	6750	0.000501386610442411	-0.178274154101279	2881.02354732292
"1001"	12000	7000	11600	6800	0	92	0	0	10	0	-0.504268600303811	0	2850.43856274785	0	11650	6850	0.00083517479496663	-0.170713850453633	2882.01769407587
"1002"	12000	7000	11800	6700	0	61	0	0	10	0	-0.392116965396335	0	3073.27187212586	0	11850	6750	1.60135741888692e-06	-0.251165027878555	2869.34871206991
"1003"	12000	7000	11800	6800	0	83	0	0	0	0	-0.469062690016585	0	3037.26850969749	0	11850	6850	2.80529759586762e-06	-0.244701286779804	2870.5029158484
"1004"	12000	7000	11500	6700	0	69	0	0	0	0	-0.418655194851962	0	2797.32014613987	0	11550	6750	0.0043923130251098	-0.144597139787336	2885.20849233544
"1005"	12000	7000	11900	7400	0	64	0	0	0	0	-0.401881988334887	0	2984.12466227535	0	11950	7450	3.76778613362918e-06	-0.240488165778444	2871.06462446435
"1006"	12000	7000	12100	6600	0	77	0	0	10	0	-0.446824741384642	0	3388.95264056611	0	12150	6650	3.29205488979752e-12	-0.379801627879772	2840.91982911578
"1007"	12000	7000	11600	7200	0	101	0	0	0	0	-0.541766359078991	0	2728.55272992845	0	11650	7250	0.00649681041549778	-0.137435217652618	2885.93278572692
"1008"	12000	7000	11600	7400	0	82	0	0	0	0	-0.465288880772059	0	2687.93601114312	0	11650	7450	0.0182063525247878	-0.118401727780121	2887.82945759175
"1009"	12000	7000	11700	6700	10	58	0	0	0	0	-0.38257161089932	0	2980.77171215778	0	11750	6750	3.62408259351294e-05	-0.213762967261744	2875.77219461973
"1010"	12000	7000	11700	6800	23	90	0	0	0	0	-0.496249771054143	0	2943.637205907	0	11750	6850	6.23396685691715e-05	-0.206731442042452	2876.8619028575
"1011"	12000	7000	12400	7100	0	143	0	0	0	0	-0.748734272555578	0	3530.58068878195	0	12450	7150	3.55448976634965e-19	-0.511793473212276	2803.01836052963
"1012"	12000	7000	12300	7400	0	89	1	0	0	0	2.08351909906964	0	3380.08875623111	0	12350	7450	2.6958421406269e-15	-0.441095226623204	2824.16092881277
"1013"	12000	7000	12100	7300	0	64	0	0	0	0	-0.401881988334887	0	3197.6553910639	0	12150	7350	1.85997595048854e-10	-0.3435916255885	2849.6773653898
"1014"	12000	7000	12400	7300	0	60	0	0	0	0	-0.388910956311997	0	3493.56551391268	0	12450	7350	1.11368189162766e-18	-0.503637049268536	2805.5962029234
"1015"	12000	7000	12400	7400	10	79	0	0	0	0	-0.454129910023736	0	3479.22405142296	0	12450	7450	2.39299513006569e-18	-0.497661897031292	2807.3956860063
"1016"	12000	7000	11500	6600	0	109	0	0	0	0	-0.577080076085852	0	2839.89436423259	0	11550	6650	0.00273465148028731	-0.152466970388998	2884.31307268282
"1017"	12000	7000	11800	6600	0	93	0	0	0	0	-0.508320419467101	0	3112.07326391909	0	11850	6650	9.23493541407413e-07	-0.257370107767012	2868.2131637482
"1018"	12000	7000	11900	7300	0	76	0	0	0	0	-0.443212024283605	0	3000.83321762473	0	11950	7350	1.74493484198698e-06	-0.249623347340148	2869.46049671919
"1019"	12000	7000	11600	7000	10	85	0	0	0	0	-0.476692264478192	0	2782.98401001515	0	11650	7050	0.00233571523135557	-0.154669122336999	2883.99905438458
"1020"	12000	7000	11600	7100	0	90	0	0	0	0	-0.496249771054143	0	2754.08787078408	0	11650	7150	0.00389902190778137	-0.146214711222084	2884.97297119871
"1021"	12000	7000	12000	6900	22	61	0	0	0	0	-0.392116965396335	0	3194.52656899266	0	12050	6950	1.85759292657765e-09	-0.321843982199011	2854.85014186665
"1022"	12000	7000	12500	6600	0	87	0	0	0	0	-0.484431905198241	0	3763.64185331176	0	12550	6650	8.83387901032427e-23	-0.568413198793009	2783.66677810136
"1023"	12000	7000	12500	7100	0	107	1	0	0	0	1.95127978313526	0	3628.36051130535	0	12550	7150	2.06182843684826e-22	-0.567632919054315	2784.71082311802
"1024"	12000	7000	12500	6700	0	66	0	0	0	0	-0.408515867313916	0	3731.62163140906	0	12550	6750	9.45932745238153e-23	-0.569094245059876	2783.61722530231
"1025"	12000	7000	11700	7400	0	76	0	0	0	0	-0.443212024283605	0	2786.57495861855	0	11750	7450	0.00200009448396883	-0.156594404659718	2883.69336692951
"1026"	12000	7000	12300	7200	10	77	1	0	0	0	2.16971093024529	0	3412.47710615031	0	12350	7250	6.0271502291422e-16	-0.453467778345344	2820.71637480538
"1027"	12000	7000	11700	7300	0	74	0	0	0	0	-0.436065687317302	0	2804.46073247603	0	11750	7350	0.00108422230805923	-0.166219452644535	2882.50946429872
"1028"	12000	7000	12500	7200	6	108	0	0	0	0	-0.572562218221805	0	3609.01648652372	0	12550	7250	3.11908195602279e-22	-0.565334810607421	2785.578012977
"1029"	12000	7000	11500	7400	0	66	0	0	10	0	-0.408515867313916	0	2589.40147524481	0	11550	7450	0.0963941258858544	-0.0826175410236323	2890.71878931825
"1030"	12000	7000	11900	7200	0	88	0	0	0	0	-0.488343292251633	0	3020.76149339864	0	11950	7250	8.58126026408492e-07	-0.257832241150537	2867.97699224434
"1031"	12000	7000	12100	7200	0	95	0	0	0	0	-0.51650939850618	0	3216.36440721508	0	12150	7250	8.88086731111001e-11	-0.350639838328126	2848.05022449846
"1032"	12000	7000	12000	7400	0	101	0	0	0	0	-0.541766359078991	0	3083.0180018936	0	12050	7450	5.81654545979492e-08	-0.286523330966161	2862.2373908868
"1033"	12000	7000	11600	6600	0	78	0	0	0	0	-0.450463994471933	0	2930.01706479672	0	11650	6650	0.000299355115900181	-0.185673161576406	2880.01226073791
"1034"	12000	7000	12100	7100	0	76	0	0	0	0	-0.443212024283605	0	3238.05497173844	0	12150	7150	4.57134911982715e-11	-0.356824656933255	2846.59515282829
"1035"	12000	7000	11700	7200	0	91	0	0	0	0	-0.500245086842043	0	2825.77423018896	0	11750	7250	0.000600883978839405	-0.175140276275459	2881.35762038295
"1036"	12000	7000	12300	7300	21	102	0	0	0	0	-0.54607749433826	0	3394.84903935359	0	12350	7350	1.19882095240015e-15	-0.44790080319251	2822.28539741203
"1037"	12000	7000	12400	7200	9	101	0	0	0	0	-0.541766359078991	0	3510.69793630839	0	12450	7250	5.94474152393364e-19	-0.508265832524156	2804.15712309061
"1038"	12000	7000	12500	7300	0	82	0	0	0	0	-0.465288880772059	0	3592.35298933721	0	12550	7350	5.34623784553614e-22	-0.56185007731068	2786.79213915622
"1039"	12000	7000	11700	7100	0	101	0	0	0	0	-0.541766359078991	0	2850.43856274785	0	11750	7150	0.000337143402895497	-0.1835719321531	2880.22111459653
"1040"	12000	7000	12500	7400	0	89	0	0	0	0	-0.492282543274599	0	3578.40746701658	0	12550	7450	1.07380049530967e-21	-0.556853393926187	2788.44254409482
"1041"	12000	7000	11600	6900	0	83	0	0	0	0	-0.469062690016585	0	2815.13765205185	0	11650	6950	0.00139451999941354	-0.162859282614379	2883.00942425846
"1042"	12000	7000	11700	7000	0	86	0	0	0	0	-0.48054826784265	0	2878.36759292485	0	11750	7050	0.000190654908100867	-0.191624447595087	2879.09268784572
"1043"	12000	7000	12000	7100	31	115	0	0	0	0	-0.60481617257913	0	3140.85975490788	0	12050	7150	6.27310338510134e-09	-0.309795063171942	2857.455548074
"1044"	12000	7000	12000	7300	10	92	1	0	0	0	2.06171668656076	0	3099.19344346235	0	12050	7350	2.56648006355124e-08	-0.295254098860973	2860.48055343406
"1045"	12000	7000	11500	7200	0	100	0	0	0	0	-0.537484419295631	0	2631.53947338815	0	11550	7250	0.0414989473374874	-0.101992331297474	2889.29435962438
"1046"	12000	7000	12000	7000	10	85	0	0	0	0	-0.476692264478192	0	3166.22803979751	0	12050	7050	3.35354808866306e-09	-0.316053664279204	2856.11367060071
"1047"	12000	7000	11700	6900	0	92	1	0	0	0	2.06171668656076	0	2909.46730519523	0	11750	6950	0.000108366189630907	-0.199367441596566	2877.9679895601
"1048"	12000	7000	12000	7200	0	88	0	0	0	0	-0.488343292251633	0	3118.49322590253	0	12050	7250	1.22622780649316e-08	-0.302957837300425	2858.89389612224
"1049"	12000	7000	11500	7100	0	140	0	0	0	0	-0.732168331287432	0	2658.0067720004	0	11550	7150	0.0269539440474675	-0.111028553902801	2888.53575726083
"1050"	12000	7000	11500	7300	20	70	0	0	10	0	-0.422085777655823	0	2608.63949214912	0	11550	7350	0.0634303670850157	-0.0925624048596628	2890.02237913965
"1051"	12000	7000	11500	7000	11	117	0	0	0	0	-0.614302614909471	0	2687.93601114312	0	11550	7050	0.0173407400766446	-0.119781925859243	2887.74498317663
"1052"	12000	8000	12400	8300	11	91	0	0	0	0	-0.500245086842043	43	3479.22405142296	0	12450	8350	6.74681711509297e-12	-0.366914375301855	2842.69979601197
"1053"	12000	8000	12100	8100	17	71	0	0	0	0	-0.425541986273709	43	3159.90506186499	0	12150	8150	1.88551014258135e-06	-0.245506911166987	2869.71063428078
"1054"	12000	8000	12500	7900	0	88	0	0	0	0	-0.488343292251633	43	3550.35209521535	0	12550	7950	6.66131234336e-19	-0.504527788168277	2804.48661694708
"1055"	12000	8000	12500	8000	0	88	0	0	0	0	-0.488343292251633	43	3553.16760088797	0	12550	8050	4.81378651810884e-18	-0.487751728330958	2809.41103697373
"1056"	12000	8000	12500	8100	0	77	0	0	0	0	-0.446824741384642	43	3558.79192985485	0	12550	8150	4.34452905590148e-17	-0.468963433297275	2814.83068795155
"1057"	12000	8000	12500	8200	0	86	0	0	0	0	-0.48054826784265	43	3567.21179634739	0	12550	8250	4.81361578347837e-16	-0.448302181506671	2820.6752245766
"1058"	12000	8000	12200	8200	0	70	0	0	0	0	-0.422085777655823	43	3268.79182573623	0	12250	8250	8.60655501005172e-08	-0.278198722724559	2863.25575390795
"1059"	12000	8000	12000	7900	22	111	0	0	0	0	-0.58620537863181	43	3050.40980853393	0	12050	7950	9.14252395493356e-06	-0.228189936143386	2872.9362342432
"1060"	12000	8000	12000	8000	0	91	0	0	0	0	-0.500245086842043	43	3053.68629692049	0	12050	8050	3.0012950572454e-05	-0.213230121991788	2875.38527209609
"1061"	12000	8000	11900	7600	6	123	0	0	11	0	-0.643490823577549	43	2960.57426861749	0	11950	7650	2.02778679795802e-05	-0.219635539388054	2874.54451529762
"1062"	12000	8000	12300	8400	20	106	1	0	0	0	1.9587123887757	43	3394.84903935359	0	12350	8450	2.47679991689482e-08	-0.289445230520236	2860.71625605094
"1063"	12000	8000	12400	8500	0	100	0	0	0	0	-0.537484419295631	43	3510.69793630839	0	12450	8550	9.79404446154859e-10	-0.320030169002336	2853.84723045185
"1064"	12000	8000	11700	8500	10	88	0	0	0	0	-0.488343292251633	43	2825.77423018896	0	11750	8550	0.952859740221076	-0.00285259211868613	2893.51594572232
"1065"	12000	8000	12300	8300	35	105	0	0	10	0	-0.559186948720166	43	3380.08875623111	0	12350	8350	2.91271373502e-09	-0.311203537603842	2856.0536092667
"1066"	12000	8000	11600	8500	0	113	0	0	0	0	-0.595450577973921	43	2728.55272992845	0	11650	8550	0.496568323428661	0.0326648260204548	2893.05851389646
"1067"	12000	8000	12400	7900	0	83	1	0	0	0	2.12682186835413	43	3450.36229981722	0	12450	7950	1.36903521991815e-15	-0.443533936732143	2822.74137787213
"1068"	12000	8000	11700	7600	11	92	0	0	0	0	-0.504268600303811	43	2761.34025429682	0	11750	7650	0.00713100729963748	-0.13518055743714	2886.10535889096
"1069"	12000	8000	12400	8000	0	85	0	0	10	0	-0.476692264478192	43	3453.2593299664	0	12450	8050	9.00571672112757e-15	-0.426866154200116	2827.25281293886
"1070"	12000	8000	12100	8200	0	75	0	0	0	0	-0.439625715720008	43	3169.3847983481	0	12150	8250	8.4147999479542e-06	-0.227681661802999	2872.83016179729
"1071"	12000	8000	12100	8300	17	105	0	0	0	0	-0.559186948720166	43	3181.98051533946	0	12150	8350	3.815775496398e-05	-0.20885039051074	2875.93200867985
"1072"	12000	8000	12400	8400	0	91	0	0	0	0	-0.500245086842043	43	3493.56551391268	0	12450	8450	7.83696242570201e-11	-0.34407386811634	2848.24368816976
"1073"	12000	8000	12100	8500	0	77	0	0	0	0	-0.446824741384642	43	3216.36440721508	0	12150	8550	0.000752914093841625	-0.168327776237777	2881.87523508738
"1074"	12000	8000	11800	8500	11	95	0	0	0	0	-0.51650939850618	43	2923.18319644869	0	11850	8550	0.402867955202389	-0.0406054165888058	2892.81663513972
"1075"	12000	8000	11900	7500	0	80	0	0	0	0	-0.457822613504236	43	2970.69015550259	0	11950	7550	8.55730136082266e-06	-0.230477194060935	2872.76619203464
"1076"	12000	8000	12200	8100	6	71	0	0	0	0	-0.425541986273709	43	3259.60120260132	0	12250	8150	1.48903281168929e-08	-0.296811171193074	2859.45419295115
"1077"	12000	8000	11800	8400	10	92	0	0	0	0	-0.504268600303811	43	2902.58505474	0	11850	8450	0.227008764882468	-0.0588887425801322	2892.04947346075
"1078"	12000	8000	12500	8300	0	90	0	0	0	0	-0.496249771054143	43	3578.40746701658	0	12550	8350	6.42463117803145e-15	-0.425911424303863	2826.87094084381
"1079"	12000	8000	11900	7700	20	90	0	0	10	0	-0.496249771054143	43	2953.81109754839	0	11950	7750	4.98901595344463e-05	-0.207959018898688	2876.38529763481
"1080"	12000	8000	11900	7800	21	111	0	0	0	0	-0.58620537863181	43	2950.42369838639	0	11950	7850	0.000127255334885869	-0.195371264594057	2878.28092367429
"1081"	12000	8000	11900	7900	0	89	0	0	0	0	-0.492282543274599	43	2950.42369838639	0	11950	7950	0.000334870409727284	-0.181816264575515	2880.21611069271
"1082"	12000	8000	12100	7900	0	96	0	0	0	0	-0.520646765776062	43	3150.39680040467	0	12150	7950	1.08940105440546e-07	-0.277732285155283	2863.64283871102
"1083"	12000	8000	12100	8000	10	73	0	0	0	0	-0.432531809813371	43	3153.5694062443	0	12150	8050	4.37531594791574e-07	-0.262270526348141	2866.62050935145
"1084"	12000	8000	12400	7700	10	112	0	0	0	0	-0.590812958992864	43	3453.2593299664	0	12450	7750	6.05541221720695e-17	-0.47068139302726	2815.19399721619
"1085"	12000	8000	12400	7800	13	82	0	0	11	0	-0.465288880772059	43	3450.36229981722	0	12450	7850	2.58126525631778e-16	-0.45814499621914	2818.7119252974
"1086"	12000	8000	12000	7700	7	121	0	0	0	0	-0.633639611354797	43	3053.68629692049	0	12050	7750	1.00178098595087e-06	-0.254644206717351	2868.30520491569
"1087"	12000	8000	12000	7800	12	95	0	0	0	0	-0.51650939850618	43	3050.40980853393	0	12050	7850	2.93343985534886e-06	-0.241992621700493	2870.56660462497
"1088"	12000	8000	12300	8000	0	81	1	0	0	0	2.141164773726	43	3353.35652742144	0	12350	8050	7.47372788178499e-12	-0.36913003223527	2842.64732751398
"1089"	12000	8000	11500	8000	0	103	0	0	0	0	-0.550417913772818	43	2554.40795488896	0	11550	8050	0.813845646639139	-0.0114339143788476	2893.46392285478
"1090"	12000	8000	12000	8100	0	70	0	0	0	0	-0.422085777655823	43	3060.22874961987	0	12050	8150	0.000101952347103915	-0.197167016332295	2877.87005801736
"1091"	12000	8000	12000	8200	0	89	0	0	0	0	-0.492282543274599	43	3070.01628660175	0	12050	8250	0.000349717228022317	-0.180133581856569	2880.33408615249
"1092"	12000	8000	11700	8300	25	92	0	0	10	0	-0.504268600303811	43	2786.57495861855	0	11750	8350	0.43953299818898	-0.0375667321176762	2892.91925940855
"1093"	12000	8000	12200	7500	0	109	0	0	0	0	-0.577080076085852	43	3268.79182573623	0	12250	7550	3.95748660640877e-12	-0.378236493655827	2841.0086921241
"1094"	12000	8000	12200	7600	10	88	0	0	0	0	-0.488343292251633	43	3259.60120260132	0	12250	7650	1.1371759013077e-11	-0.368301089940333	2843.4100510705
"1095"	12000	8000	12200	7700	0	104	0	0	0	0	-0.554787703844401	43	3253.45969699949	0	12250	7750	3.63317582472358e-11	-0.357177511834042	2846.04781178085
"1096"	12000	8000	11600	8400	10	82	0	0	0	0	-0.465288880772059	43	2706.47372054487	0	11650	8450	0.748209137312569	0.0154588957727176	2893.41656723007
"1097"	12000	8000	12200	7900	10	79	0	0	0	0	-0.454129910023736	43	3250.384592629	0	12250	7950	5.5989308685799e-10	-0.330306730963291	2852.2074117207
"1098"	12000	8000	12200	8000	0	116	1	0	0	0	1.88397616913226	43	3253.45969699949	0	12250	8050	2.73592380761264e-09	-0.314298674044762	2855.73317858574
"1099"	12000	8000	11700	7500	23	77	0	0	0	0	-0.446824741384642	43	2772.18325512582	0	11750	7550	0.00376395639575528	-0.146207386349174	2884.90171797534
"1100"	12000	8000	12500	7500	10	90	0	0	0	0	-0.496249771054143	43	3567.21179634739	0	12550	7550	2.56965563168557e-21	-0.550202180928474	2790.570154531
"1101"	12000	8000	11700	7700	0	87	0	0	0	0	-0.484431905198241	43	2754.08787078408	0	11750	7750	0.0135216134319981	-0.123509631866176	2887.28917741698
"1102"	12000	8000	12400	8100	0	71	0	0	0	0	-0.425541986273709	43	3459.0461112856	0	12450	8150	7.07674180138316e-14	-0.408425911669086	2832.13560629822
"1103"	12000	8000	12400	8200	0	79	0	0	0	0	-0.454129910023736	43	3467.70817687994	0	12450	8250	6.47469958406336e-13	-0.388395191069672	2837.30832274463
"1104"	12000	8000	12100	8400	0	101	0	0	0	0	-0.541766359078991	43	3197.6553910639	0	12150	8450	0.000172480183541859	-0.189024004461396	2878.97022571178
"1105"	12000	8000	11700	8200	0	86	0	0	0	0	-0.48054826784265	43	2772.18325512582	0	11750	8250	0.269578251902009	-0.0538923091534304	2892.29190760954
"1106"	12000	8000	12100	7500	0	98	0	0	11	0	-0.529007760510172	43	3169.3847983481	0	12150	7550	1.0935084345761e-09	-0.326114206189892	2853.58848682645
"1107"	12000	8000	12100	7600	11	70	0	0	0	0	-0.422085777655823	43	3159.90506186499	0	12150	7650	3.01303092771359e-09	-0.315809216136776	2855.82239135744
"1108"	12000	8000	11600	8200	0	82	0	0	0	0	-0.465288880772059	43	2673.01328092473	0	11650	8250	0.72543452922334	-0.0170268455645279	2893.39585812981
"1109"	12000	8000	12100	7700	0	73	0	0	0	0	-0.432531809813371	43	3153.5694062443	0	12150	7750	9.00888775140864e-09	-0.304446117324168	2858.22703614659
"1110"	12000	8000	12100	7800	0	77	0	0	0	0	-0.446824741384642	43	3150.39680040467	0	12150	7850	2.97518660304543e-08	-0.291794153664352	2860.83401571273
"1111"	12000	8000	12400	7500	0	89	0	0	15	0	-0.492282543274599	43	3467.70817687994	0	12450	7550	5.96744600073544e-18	-0.490235340540871	2809.58177284994
"1112"	12000	8000	11800	8300	0	84	0	0	0	0	-0.472863778012583	43	2885.3076092507	0	11850	8350	0.118427649789041	-0.0764813674915565	2891.05599710578
"1113"	12000	8000	12300	7800	10	72	1	0	0	0	2.20512799839109	43	3350.37311355019	0	12350	7850	2.68840159621502e-13	-0.400064001761153	2834.94581240132
"1114"	12000	8000	12500	7600	0	84	0	0	0	0	-0.472863778012583	43	3558.79192985485	0	12550	7650	7.35735151401167e-21	-0.541868138499205	2793.18120165554
"1115"	12000	8000	12500	7800	11	74	0	0	0	0	-0.436065687317302	43	3550.35209521535	0	12550	7850	1.16973801975815e-19	-0.519147668413306	2800.12471748124
"1116"	12000	8000	12200	8300	0	82	0	0	0	0	-0.465288880772059	43	3281.00594330458	0	12250	8350	5.17626230204317e-07	-0.258550910357895	2867.08457376199
"1117"	12000	8000	12200	8400	0	82	0	0	0	0	-0.465288880772059	43	3296.2099447699	0	12250	8450	3.20561806472432e-06	-0.237802737108658	2870.91010994954
"1118"	12000	8000	11900	8000	10	94	0	0	0	0	-0.512400650669564	43	2953.81109754839	0	11950	8050	0.000900445845218836	-0.167271174344538	2882.16571153619
"1119"	12000	8000	11800	7600	0	102	0	0	0	0	-0.54607749433826	43	2860.94390018399	0	11850	7650	0.00053567046310907	-0.176015010487044	2881.12916860704
"1120"	12000	8000	11700	8400	0	142	0	0	0	0	-0.743181891213988	43	2804.46073247603	0	11750	8450	0.67154713894694	-0.0205274034250818	2893.33925765235
"1121"	12000	8000	11800	7700	0	90	0	0	0	0	-0.496249771054143	43	2853.94463856607	0	11850	7750	0.00116209233799595	-0.164314044116283	2882.6464220669
"1122"	12000	8000	11800	7800	11	82	0	0	0	0	-0.465288880772059	43	2850.43856274785	0	11850	7850	0.00255560670771711	-0.151824738611756	2884.16897052157
"1123"	12000	8000	12200	7800	0	82	1	0	10	0	2.13399909752605	43	3250.384592629	0	12250	7850	1.32149070563845e-10	-0.344606348328532	2848.96696888022
"1124"	12000	8000	11800	8200	0	89	0	0	0	0	-0.492282543274599	43	2871.41080307225	0	11850	8250	0.0581890584411686	-0.0932716366168686	2889.88174352773
"1125"	12000	8000	12000	7600	0	108	0	0	0	0	-0.572562218221805	43	3060.22874961987	0	12050	7650	3.64866942755681e-07	-0.266220276045529	2866.16289996996
"1126"	12000	8000	11800	8100	10	68	0	0	0	0	-0.415250104780771	43	2860.94390018399	0	11850	8150	0.0273809153055172	-0.109219614381038	2888.56893564198
"1127"	12000	8000	12300	7900	0	83	1	0	0	0	2.12682186835413	43	3350.37311355019	0	12350	7950	1.28984928953781e-12	-0.385577761229334	2838.59592959994
"1128"	12000	8000	11500	7900	0	89	0	0	0	0	-0.492282543274599	43	2550.49014897137	0	11550	7950	0.610627348290255	-0.0248177851868346	2893.25934930173
"1129"	12000	8000	12300	8100	21	72	0	0	0	0	-0.429023953102004	43	3359.31540644817	0	12350	8150	4.97889537120563e-11	-0.351086521851955	2846.97071898732
"1130"	12000	8000	12300	8200	0	97	0	0	10	0	-0.524812853428776	43	3368.23395861986	0	12350	8250	3.6641298608193e-10	-0.331735909785827	2851.46067574443
"1131"	12000	8000	11600	7500	0	79	0	0	0	0	-0.454129910023736	43	2673.01328092473	0	11650	7550	0.0306358977243263	-0.107964080950532	2888.76083269782
"1132"	12000	8000	12000	8300	23	114	1	0	0	0	1.89899391135247	43	3083.0180018936	0	12050	8350	0.00119322763653621	-0.162124624292112	2882.74025106491
"1133"	12000	8000	12000	8400	0	101	1	0	0	0	1.99572971217732	43	3099.19344346235	0	12050	8450	0.00398374179787283	-0.1430963699548	2885.04865744716
"1134"	12000	8000	11600	8100	0	82	1	0	0	0	2.13399909752605	43	2661.76633084123	0	11650	8150	0.507700841660503	-0.0322432571979733	2893.07884521301
"1135"	12000	8000	11600	8000	0	90	0	0	10	0	-0.496249771054143	43	2654.2418879974	0	11650	8050	0.339858092557103	-0.0466533222132961	2892.60266008225
"1136"	12000	8000	12300	7500	10	70	0	0	0	0	-0.422085777655823	43	3368.23395861986	0	12350	7550	6.91536914561411e-15	-0.432954042197301	2826.36110898795
"1137"	12000	8000	12000	7500	10	70	0	0	0	0	-0.422085777655823	43	3070.01628660175	0	12050	7550	1.41194777324206e-07	-0.276837476772803	2864.13729785068
"1138"	12000	8000	11800	8000	0	79	0	0	0	0	-0.454129910023736	43	2853.94463856607	0	11850	8050	0.0125308085315252	-0.124305487517028	2887.1560716618
"1139"	12000	8000	12300	7700	16	113	0	0	0	0	-0.595450577973921	43	3353.35652742144	0	12350	7750	6.81992980369107e-14	-0.412564957499958	2831.7331758929
"1140"	12000	8000	11500	7700	0	86	0	0	0	0	-0.48054826784265	43	2554.40795488896	0	11550	7750	0.312827588809975	-0.0495782813350059	2892.49346593749
"1141"	12000	8000	11500	7800	0	97	0	0	0	0	-0.524812853428776	43	2550.49014897137	0	11550	7850	0.443273779021307	-0.0375132503353429	2892.92861839745
"1142"	12000	8000	11700	7800	0	97	0	0	0	0	-0.524812853428776	43	2750.45450789501	0	11750	7850	0.025538050050381	-0.111148663093838	2888.43938686372
"1143"	12000	8000	11700	7900	0	85	0	0	0	0	-0.476692264478192	43	2750.45450789501	0	11750	7950	0.0477432435728636	-0.0980530227442854	2889.53852671047
"1144"	12000	8000	11700	8100	0	81	0	0	0	0	-0.461542229319383	43	2761.34025429682	0	11750	8150	0.156823916543528	-0.0694445627038838	2891.49475820577
"1145"	12000	8000	11800	7500	0	77	0	0	15	0	-0.446824741384642	43	2871.41080307225	0	11850	7550	0.00025119202357943	-0.186988636149597	2879.62849697
"1146"	12000	8000	11900	8100	21	99	0	0	0	0	-0.533231584107757	43	2960.57426861749	0	11950	8150	0.00243817722755686	-0.151758493264139	2884.09434423245
"1147"	12000	8000	11900	8200	0	108	0	0	0	0	-0.572562218221805	43	2970.69015550259	0	11950	8250	0.00652274493139975	-0.135355308010273	2885.95808844473
"1148"	12000	8000	11900	8300	21	110	0	0	0	0	-0.581627773159363	43	2984.12466227535	0	11950	8350	0.0170035864703339	-0.118033477582612	2887.72257292587
"1149"	12000	8000	11500	8500	10	77	0	0	0	0	-0.446824741384642	43	2631.53947338815	0	11550	8550	0.167620085740562	0.0661038480887655	2891.62440562006
"1150"	12000	8000	11600	8300	0	72	0	0	0	0	-0.429023953102004	43	2687.93601114312	0	11650	8350	0.98143530858743	-0.001124067324806	2893.51889948278
"1151"	12000	8000	12300	7600	0	89	1	0	0	0	2.08351909906964	43	3359.31540644817	0	12350	7650	2.02464897084463e-14	-0.423466956597023	2828.88158716668
"1152"	12000	8000	11900	8500	10	78	0	0	0	0	-0.450463994471933	43	3020.76149339864	0	11950	8550	0.0989457441935966	-0.080714502244988	2890.76962994965
"1153"	12000	8000	11500	7600	10	107	0	0	0	0	-0.568074127736345	43	2562.22559506379	0	11550	7650	0.215346712013194	-0.0610985827650984	2891.9703080173
"1154"	12000	8000	11500	8100	21	75	0	0	0	0	-0.439625715720008	43	2562.22559506379	0	11550	8150	0.955218399793797	0.00271707616506888	2893.51628897726
"1155"	12000	8000	12500	7700	0	87	1	0	0	0	2.09799854880915	43	3553.16760088797	0	12550	7750	2.60639765394594e-20	-0.531586028049163	2796.35109363414
"1156"	12000	8000	11600	7800	10	76	0	0	0	0	-0.443212024283605	43	2650.47165613971	0	11650	7850	0.138110176991631	-0.0731192453314205	2891.29571165982
"1157"	12000	8000	12000	8500	10	108	0	0	0	0	-0.572562218221805	43	3118.49322590253	0	12050	8550	0.0125676810567543	-0.12325797422796	2887.18438829655
"1158"	12000	8000	12500	8500	10	91	0	0	0	0	-0.500245086842043	43	3609.01648652372	0	12550	8550	1.80291324909911e-12	-0.376505159946282	2839.97447569506
"1159"	12000	8000	12300	8500	44	101	0	0	10	0	-0.541766359078991	43	3412.47710615031	0	12350	8550	2.17742494863971e-07	-0.266591608885252	2865.36583911466
"1160"	12000	8000	12400	7600	12	110	0	0	0	0	-0.581627773159363	43	3459.0461112856	0	12450	7650	1.73615388301168e-17	-0.481315475056313	2812.16210869266
